player,season,league,team,nation,pos,age,born,Playing Time MP,Playing Time Starts,Minutes de jeu,Playing Time 90s,G,A,Performance G+A,G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,xG,Expected npxG,xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocs_totaux,Blocks Sh,Blocks Pass,Interceptions,Tkl+Int,Degagements,Err,Standard Gls,Tirs,Tirs_Cadres,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Aerial Duels Won,Aerial Duels Lost,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Valeur marchande (euros),90s_calcul,G_per90,G-PK_per90,A_per90,Tirs_per90,Tirs_Cadres_per90,xG_per90,xAG_per90,Interceptions_per90,Blocs_totaux_per90,uefa_coeff,Aerial_Wins_Pct,Dribble_Succ_Pct,Finishing_ratio,OSI_raw,PMI_raw,DSI_raw,Off Index,Playmaking Index,Def Index
Julien Faussurier,2021,FRA-Ligue 1,Brest,FRA,DF,33.0,1987.0,17,9,955,10.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,28,56,63,0.0,0.28,0.28,0.0,0.28,0.04,0.21,0.24,0.04,0.24,10.6,16,11,6,8,2,11,25,14,12,4,8,9,25,10.0,0,0,5,2,0.47,0.19,0,0,0,455,608,74.8,9117,3906,178,201,88.6,189,235,80.4,80,134,3,2.6,0.8,22,35,33,22,56,8,8,688,30,196,291,205,16,688,9,5,4,364,1606,922,28,8,5,14,3,389,63,300000.0,10.61111111111111,0.0,0.0,0.282695871593253,0.471159785988755,0.188463914395502,0.0376927828791004,0.2073103058350522,0.848087614779759,1.130783486373012,8.498,47.05882352941176,50.0,0.0,13.578,268.5156470588235,162.55682352941176,1.7982005099951963,76.74550011722592,13.507961401244895
Julien Laporte,2020,FRA-Ligue 1,Lorient,FRA,DF,26.0,1993.0,30,30,2659,29.5,0,0,0,0,0,0,8,1,0.8,0.8,0.3,1.1,17,74,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,29.5,65,39,48,16,1,42,74,32,34,23,11,65,130,125.0,0,0,8,1,0.27,0.03,0,0,0,1240,1506,82.3,26774,10295,324,359,90.3,717,803,89.3,193,320,0,0.6,-0.3,7,71,6,0,74,80,50,1814,208,1041,762,27,14,1814,7,6,1,1016,5188,2978,17,6,2,4,3,1087,0,2500000.0,29.544444444444444,0.0,0.0,0.0,0.2707693233399396,0.0338461654174924,0.0270769323339939,0.0101538496252477,2.2000007521370093,1.1507696241947434,8.498,61.06870229007634,75.0,0.0,12.858,303.7186106870229,540.0667022900764,1.5660914445243215,87.11596761027691,46.50157989339317
Julien Laporte,2021,FRA-Ligue 1,Lorient,FRA,DF,26.0,1993.0,30,30,2659,29.5,0,0,0,0,0,0,8,1,0.8,0.8,0.3,1.1,17,74,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,29.5,65,39,48,16,1,42,74,32,34,23,11,65,130,125.0,0,0,8,1,0.27,0.03,0,0,0,1240,1506,82.3,26774,10295,324,359,90.3,717,803,89.3,193,320,0,0.6,-0.3,7,71,6,0,74,80,50,1814,208,1041,762,27,14,1814,7,6,1,1016,5188,2978,17,6,2,4,3,1087,0,3000000.0,29.544444444444444,0.0,0.0,0.0,0.2707693233399396,0.0338461654174924,0.0270769323339939,0.0101538496252477,2.2000007521370093,1.1507696241947434,8.498,61.06870229007634,75.0,0.0,12.858,303.7186106870229,540.0667022900764,1.5660914445243215,87.11596761027691,46.50157989339317
Julien Laporte,2022,FRA-Ligue 1,Lorient,FRA,DF,28.0,1993.0,20,19,1654,18.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,41,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,18.4,22,16,18,3,1,16,22,6,33,27,6,18,40,108.0,2,0,6,2,0.33,0.11,0,0,0,681,799,85.2,14120,4913,196,213,92.0,377,406,92.9,96,156,0,0.1,0.0,1,52,1,0,41,31,21,1005,230,578,411,17,6,1005,1,1,0,709,3935,2026,4,5,0,5,2,671,0,2500000.0,18.377777777777776,0.0,0.0,0.0,0.3264634935221179,0.1088211645073726,0.0163231746761058,0.0,0.9793904805663536,1.7955492143716485,8.498,58.490566037735846,50.0,0.0,13.658000000000001,301.6451698113208,267.78856603773585,1.8239904061586276,86.50515110552652,22.70500805067789
Julien Laporte,2023,FRA-Ligue 1,Lorient,FRA,DF,29.0,1993.0,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,5,56,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,20.2,23,14,15,7,1,16,36,20,36,26,10,11,34,116.0,1,0,13,1,0.64,0.05,0,0,0,883,1023,86.3,18687,7085,251,271,92.6,482,515,93.6,140,219,0,0.3,0.0,1,66,7,1,56,38,34,1234,238,656,550,32,16,1234,2,1,1,876,4611,2433,5,3,1,1,2,819,3,2000000.0,20.2,0.0,0.0,0.0,0.6435324983911688,0.0495024998762437,0.039601999900995,0.0,0.5445274986386812,1.7820899955447749,8.498,52.054794520547944,33.33333333333333,0.0,13.858,296.3477716894977,258.15279452054796,1.8884651465672038,84.94458661441337,21.862860633610794
Julien Le Cardinal,2022,FRA-Ligue 1,Lens,FRA,DF,24.0,1997.0,8,2,165,1.8,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,4,8,13,0.0,0.0,0.0,0.0,0.0,0.31,0.35,0.66,0.31,0.66,1.8,6,4,5,0,1,4,6,2,3,0,3,2,8,5.0,0,0,5,2,2.73,1.09,0,0,0,90,121,74.4,1556,466,42,52,80.8,36,48,75.0,9,14,0,0.4,-0.6,4,8,4,3,8,9,7,153,8,28,69,57,5,153,4,2,1,103,593,232,4,9,0,4,2,96,13,2000000.0,1.8333333333333333,0.0,0.0,0.0,2.725785934944576,1.0903143739778305,0.3270943121933491,0.3270943121933491,1.0903143739778305,1.6354715609667456,8.498,52.94117647058824,40.0,0.0,13.817999999999998,263.5803529411765,95.93917647058824,1.8755701984854873,75.29160811664715,7.685710499840331
Julien Le Cardinal,2023,FRA-Ligue 1,Brest,FRA,DF,25.0,1997.0,28,10,1062,11.8,0,0,0,0,0,0,6,0,0.6,0.6,0.2,0.8,8,56,12,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.16,0.1,0.16,11.8,50,26,30,18,2,24,42,18,16,8,8,26,76,13.0,0,0,8,4,1.52,0.76,0,0,0,470,580,77.05000000000001,9548,4162,148,176,80.0,208,244,83.0,96,130,0,0.2,-0.2,4,40,0,0,56,24,18,766,84,352,354,66,14,766,12,8,4,448,2952,1378,8,8,0,10,2,396,12,6000000.0,11.8,0.0,0.0,0.0,0.6779086518091687,0.3389543259045843,0.0508431488856876,0.0169477162952292,2.203203118379798,1.3558173036183374,8.498,55.81395348837209,61.53846153846154,0.0,18.018,281.00757066189624,349.6119534883721,3.2295397470655933,80.42550527302957,29.85621065799578
Julien Ponceau,2022,FRA-Ligue 1,Lorient,FRA,MF,21.0,2000.0,31,20,1655,18.4,1,4,5,1,0,0,1,0,1.8,1.8,3.0,4.8,53,101,103,0.05,0.22,0.27,0.05,0.27,0.1,0.16,0.26,0.1,0.26,18.4,28,19,10,14,4,10,32,22,27,3,24,14,42,12.0,0,1,14,4,0.76,0.22,0,0,0,691,840,82.3,10711,3196,352,407,86.5,260,302,86.1,42,59,4,2.0,1.0,26,75,12,1,101,8,27,1014,32,168,534,328,43,1014,30,10,17,781,4815,2245,53,53,7,39,18,707,103,2500000.0,18.38888888888889,0.0543777075566887,0.0543777075566887,0.217510830226755,0.7612879057936426,0.217510830226755,0.0978798736020397,0.1631331226700662,0.7612879057936426,1.4681981040305965,8.498,22.22222222222222,32.25806451612903,6.666666666666667,22.708,276.96789247311824,225.9202222222222,4.741472409646709,79.23545344155391,19.04579741682073
Julien Ponceau,2023,FRA-Ligue 1,Lorient,FRA,MF,22.0,2000.0,32,27,2244,24.9,3,2,5,3,0,0,5,0,3.3,3.3,2.7,5.9,106,154,152,0.12,0.08,0.2,0.12,0.2,0.13,0.11,0.24,0.13,0.24,24.9,32,15,12,14,6,9,30,21,22,1,21,19,51,20.0,0,3,33,13,1.32,0.52,0,0,0,1014,1200,84.5,15686,3946,516,575,89.7,377,424,88.9,69,106,2,1.9,-0.7,35,84,30,3,154,10,28,1471,30,233,771,499,52,1471,85,42,38,1139,8029,3775,106,93,14,47,41,1058,152,3500000.0,24.933333333333334,0.1203160301057444,0.1203160301057444,0.0802106867371629,1.3234763311631883,0.5213694637915591,0.1323476331163188,0.1082844270951699,0.762001524003048,0.8823175541087924,8.498,25.64102564102564,48.837209302325576,8.823529411764707,48.608000000000004,290.2251914132379,246.13902564102563,13.09095129255736,83.14093109270367,20.812880939397015
Julio Enciso,2022,ENG-Premier League,Brighton,PAR,"FW,MF",18.0,2004.0,20,7,806,9.0,4,2,6,4,0,0,1,0,4.0,4.0,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64,9.0,13,4,3,6,4,8,13,5,9,0,9,4,17,2.0,0,4,38,18,4.24,2.01,0,0,0,179,258,69.4,2242,548,126,167,75.4,45,66,68.2,3,8,2,1.4,0.3,13,14,9,0,31,6,8,396,2,22,155,228,49,396,64,32,25,241,1768,1013,39,29,17,19,20,292,74,22000000.0,8.955555555555556,0.4466002555545907,0.4466002555545907,0.2233001277772953,4.242702427768612,2.0097011499956583,0.4466002555545907,0.189805108610701,0.4466002555545907,1.0048505749978291,10.0,40.0,49.23076923076923,10.256410256410255,63.0,250.89230769230772,128.2,17.73055361235852,71.55382733791889,10.505242818481312
Julio Enciso,2023,ENG-Premier League,Brighton,PAR,"MF,FW",19.0,2004.0,12,5,475,5.3,0,2,2,0,0,0,2,0,1.4,1.4,1.7,3.2,28,21,29,0.0,0.38,0.38,0.0,0.38,0.27,0.32,0.59,0.27,0.59,5.3,6,2,3,2,1,2,7,5,11,0,11,0,6,3.0,0,0,28,8,5.31,1.52,0,0,0,132,178,74.2,1842,562,77,89,86.5,41,58,70.7,9,12,2,1.3,0.3,9,12,4,2,21,1,2,257,5,24,106,131,21,257,29,17,7,193,1299,839,28,20,7,15,8,202,29,22000000.0,5.277777777777778,0.0,0.0,0.3788755814687743,5.30425814056284,1.5155023258750973,0.265212907028142,0.3220442442484582,0.0,2.0838156980782587,10.0,25.0,56.666666666666664,0.0,31.68,263.76666666666665,81.3,7.633809264375449,75.346494416963,6.406275362684527
Julius Beck,2022,ITA-Serie A,Spezia,DEN,MF,17.0,2005.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2,1,1,1,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,5,5,100.0,116,29,0,0,88.6,4,4,100.0,1,1,0,0.0,0.0,0,0,0,0,2,0,1,8,0,2,5,1,0,8,0,0,0,5,27,5,0,0,0,1,1,6,0,250000.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,308.0,16.0,0.0,88.37722530335814,0.6991842142084067
Julián Malatini,2023,GER-Bundesliga,Werder Bremen,ARG,DF,22.0,2001.0,11,6,602,6.7,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,9,27,7,0.15,0.0,0.15,0.15,0.15,0.15,0.04,0.18,0.15,0.18,6.7,18,13,12,3,3,16,24,8,8,1,7,13,31,26.0,0,1,3,1,0.45,0.15,0,0,0,295,364,81.0,5104,1552,135,151,89.4,137,156,87.8,20,42,0,0.2,-0.2,4,29,3,2,27,9,10,450,40,198,216,37,6,450,7,6,1,254,1271,578,9,4,0,11,3,270,7,2500000.0,6.688888888888889,0.1494793137238618,0.1494793137238618,0.0,0.4484379411715856,0.1494793137238618,0.1494793137238618,0.0298958627447723,1.9432310784102045,1.195834509790895,8.909,45.0,75.0,25.0,14.559000000000001,295.409,170.509,2.114449111699264,84.6680331573762,14.202965933349246
Julián Álvarez,2022,ENG-Premier League,Manchester City,ARG,"FW,MF",22.0,2000.0,31,13,1465,16.3,9,0,9,8,1,1,0,0,7.0,6.2,1.8,8.0,38,37,99,0.55,0.0,0.55,0.49,0.49,0.43,0.11,0.54,0.38,0.49,16.3,26,16,3,13,10,9,30,21,13,0,13,2,28,6.0,0,9,46,20,2.83,1.23,0,1,1,395,503,78.5,5472,885,232,270,85.9,103,135,76.3,28,43,0,1.6,-1.8,18,22,13,2,37,8,23,654,8,46,255,360,89,653,38,21,14,406,2187,908,38,18,17,28,24,506,99,60000000.0,16.27777777777778,0.5528670593615409,0.4914373860991474,0.0,2.825764970070097,1.2285934652478685,0.430007712836754,0.1105734118723081,0.1228593465247868,0.7985857524111146,10.0,25.0,53.84615384615385,17.02127659574468,82.05,274.53846153846155,169.6,23.87177263627542,78.51976555798358,14.123521127009816
Julián Álvarez,2023,ENG-Premier League,Manchester City,ARG,"MF,FW",23.0,2000.0,36,31,2647,29.4,11,8,19,9,2,2,2,0,13.0,11.5,6.4,17.9,64,103,180,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,29.4,24,13,5,8,11,8,32,24,30,0,30,2,26,14.0,1,11,96,37,3.26,1.26,13,2,2,1011,1258,80.4,13977,2992,615,679,90.6,272,328,82.9,58,145,8,6.3,1.6,67,43,41,4,103,4,24,1554,20,107,473,988,149,1552,42,20,22,914,4459,2092,64,59,28,56,36,1103,180,90000000.0,29.41111111111111,0.3739955951629903,0.3059963960424466,0.2719967964821747,3.263961557786097,1.2579851837300582,0.441994794283534,0.2175974371857398,0.0679991991205436,1.0199879868081554,10.0,13.793103448275861,46.51162790697674,9.278350515463918,133.95,277.94258219727345,185.19310344827588,40.602967772301,79.5225880193957,15.486327599703964
Junior Adamu,2023,GER-Bundesliga,Freiburg,AUT,"FW,MF",22.0,2001.0,15,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,1,5,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.16,0.05,0.16,1.2,5,1,1,2,2,1,2,1,1,0,1,0,5,2.0,0,0,2,1,1.71,0.86,0,0,0,18,30,60.0,181,36,15,17,88.2,1,9,11.1,0,1,0,0.0,-0.1,1,0,1,0,1,5,6,54,2,7,32,18,6,54,3,0,2,29,141,48,1,1,0,5,5,33,5,4000000.0,1.1666666666666667,0.0,0.0,0.0,1.7128175849272054,0.8564087924636027,0.0856408792463602,0.0856408792463602,0.0,0.8564087924636027,8.909,41.66666666666667,0.0,0.0,11.229000000000001,201.409,72.77566666666668,1.0409446838964669,56.97650256232399,5.661265449769879
Junior Dina Ebimbe,2020,FRA-Ligue 1,Dijon,FRA,"FW,MF",19.0,2000.0,30,25,2144,23.8,1,1,2,1,0,0,5,0,3.4,3.4,2.4,5.8,65,67,145,0.04,0.04,0.08,0.04,0.08,0.14,0.1,0.24,0.14,0.24,23.8,38,25,14,19,5,15,45,30,17,1,16,14,52,9.0,0,1,45,13,1.89,0.55,0,0,0,634,800,79.3,9806,2134,349,403,86.6,223,263,84.8,43,74,1,1.5,-1.4,25,54,17,4,67,17,29,1103,14,150,583,407,68,1103,113,59,54,712,5164,2382,65,58,17,81,32,818,145,6000000.0,23.822222222222223,0.0419758498943607,0.0419758498943607,0.0419758498943607,1.888913245246235,0.5456860486266901,0.1427178896408266,0.1007420397464658,0.5876618985210509,0.7135894482041332,8.498,36.17021276595745,51.75438596491229,2.1739130434782608,47.028,278.4508182157521,259.56821276595747,12.581600843329605,79.67230964977027,21.98656539532241
Junior Dina Ebimbe,2021,FRA-Ligue 1,Dijon,FRA,"FW,MF",19.0,2000.0,30,25,2144,23.8,1,1,2,1,0,0,5,0,3.4,3.4,2.4,5.8,65,67,145,0.04,0.04,0.08,0.04,0.08,0.14,0.1,0.24,0.14,0.24,23.8,38,25,14,19,5,15,45,30,17,1,16,14,52,9.0,0,1,45,13,1.89,0.55,0,0,0,634,800,79.3,9806,2134,349,403,86.6,223,263,84.8,43,74,1,1.5,-1.4,25,54,17,4,67,17,29,1103,14,150,583,407,68,1103,113,59,54,712,5164,2382,65,58,17,81,32,818,145,5000000.0,23.822222222222223,0.0419758498943607,0.0419758498943607,0.0419758498943607,1.888913245246235,0.5456860486266901,0.1427178896408266,0.1007420397464658,0.5876618985210509,0.7135894482041332,8.498,36.17021276595745,51.75438596491229,2.1739130434782608,47.028,278.4508182157521,259.56821276595747,12.581600843329605,79.67230964977027,21.98656539532241
Junior Dina Ebimbe,2022,GER-Bundesliga,Eint Frankfurt,FRA,"DF,MF",21.0,2000.0,19,10,1063,11.8,3,1,4,3,0,0,4,0,3.7,3.7,1.4,5.1,38,45,42,0.25,0.08,0.34,0.25,0.34,0.31,0.12,0.43,0.31,0.43,11.8,30,19,16,14,0,16,33,17,18,5,13,11,41,20.0,0,3,26,10,2.2,0.85,0,0,0,366,505,72.5,5732,1852,192,235,81.7,143,189,75.7,20,49,1,1.3,-0.4,9,37,8,2,45,23,20,689,33,175,353,175,38,689,44,17,22,344,2173,1122,38,22,8,27,15,398,42,10000000.0,11.811111111111112,0.2539766153383062,0.2539766153383062,0.0846588717794354,2.2011306662653207,0.8465887177943542,0.313237825583911,0.1185224204912095,0.9312475895737896,1.5238596920298375,8.909,52.27272727272727,37.77777777777778,11.11111111111111,42.699,257.7019292929293,241.18172727272727,11.186045087185967,73.55987887934806,20.379622843867605
Junior Dina Ebimbe,2023,GER-Bundesliga,Eint Frankfurt,FRA,"MF,DF",22.0,2000.0,31,25,1956,21.7,5,3,8,5,0,0,5,0,5.0,5.0,2.9,7.9,57,79,157,0.23,0.14,0.37,0.23,0.37,0.23,0.13,0.36,0.23,0.36,21.7,44,29,15,17,12,18,41,23,28,7,21,9,53,39.0,1,5,52,15,2.39,0.69,0,0,0,715,935,76.5,10995,2999,379,451,84.0,275,343,80.2,38,65,3,3.7,0.1,20,62,19,3,79,41,32,1256,54,230,616,431,94,1256,90,42,44,687,3618,1760,57,32,25,59,30,831,157,12000000.0,21.73333333333333,0.2300507645353741,0.2300507645353741,0.1380304587212244,2.392527951167891,0.6901522936061224,0.2300507645353741,0.133429443430517,0.4140913761636734,1.288284281398095,8.909,55.4054054054054,46.15384615384615,9.433962264150944,62.559,274.99216008316006,318.2144054054054,17.588386809757605,78.653420952999,27.11212690993831
Junior Firpo,2020,ESP-La Liga,Barcelona,DOM,"DF,MF",23.0,1996.0,7,3,289,3.2,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,8,7,22,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,3.2,1,1,1,0,0,0,1,1,5,3,2,4,5,7.0,0,1,1,1,0.31,0.31,0,0,0,202,229,88.2,2501,612,132,139,95.0,56,62,90.3,2,4,1,0.5,0.2,5,6,3,1,7,3,1,265,12,61,121,84,12,265,5,1,4,155,718,358,8,8,3,6,0,193,22,8000000.0,3.2111111111111112,0.3113217337161437,0.3113217337161437,0.3113217337161437,0.3113217337161437,0.3113217337161437,0.2179252136013006,0.249057386972915,1.245286934864575,1.5566086685807188,8.819,60.0,16.666666666666664,50.0,13.709,298.5856666666667,91.519,1.8404314649628142,85.60384977642177,7.299395798308991
Junior Firpo,2022,ENG-Premier League,Leeds United,DOM,DF,25.0,1996.0,19,14,1368,15.2,1,1,2,1,0,0,6,1,0.1,0.1,0.8,0.9,20,54,34,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06,15.2,47,25,27,15,5,24,46,22,23,7,16,24,71,40.0,0,1,2,1,0.13,0.07,0,0,0,454,621,73.1,7182,3286,230,278,82.7,199,253,78.7,20,55,1,0.7,0.2,8,38,9,4,54,17,16,792,48,286,368,146,13,792,15,6,9,352,1465,785,20,16,1,9,9,367,34,10000000.0,15.2,0.0657851457140977,0.0657851457140977,0.0657851457140977,0.1315702914281955,0.0657851457140977,0.0065785145714097,0.0526281165712782,1.5788434971383465,1.5130583514242486,10.0,50.0,37.5,33.33333333333333,14.370000000000001,259.79999999999995,346.0,2.0535204820131594,74.17795110461857,29.540533050305186
Junior Messias,2020,ITA-Serie A,Crotone,BRA,"MF,FW",29.0,1991.0,36,36,3215,35.7,9,4,13,9,0,0,6,0,7.6,7.6,2.6,10.2,166,135,213,0.25,0.11,0.36,0.25,0.36,0.21,0.07,0.29,0.21,0.29,35.7,60,35,26,24,10,22,70,48,32,12,20,35,95,40.0,0,9,98,31,2.74,0.87,9,0,0,871,1214,71.7,14046,3935,459,548,83.8,297,395,75.2,80,177,4,3.2,1.4,32,79,34,7,135,34,65,1743,72,277,796,717,96,1743,163,105,57,1077,8824,5105,166,115,30,110,58,1218,213,3500000.0,35.72222222222222,0.2519369597740654,0.2519369597740654,0.1119719821218068,2.743313561984268,0.8677828614440032,0.212746766031433,0.0727817883791744,0.97975484356581,0.8957758569744549,8.0,34.0,64.02439024390245,9.090909090909092,110.97,260.909756097561,420.0,33.19482009935557,74.50487498683835,36.007987031732945
Junior Messias,2021,ITA-Serie A,Crotone,BRA,"MF,FW",29.0,1991.0,36,36,3215,35.7,9,4,13,9,0,0,6,0,7.6,7.6,2.6,10.2,166,135,213,0.25,0.11,0.36,0.25,0.36,0.21,0.07,0.29,0.21,0.29,35.7,60,35,26,24,10,22,70,48,32,12,20,35,95,40.0,0,9,98,31,2.74,0.87,9,0,0,871,1214,71.7,14046,3935,459,548,83.8,297,395,75.2,80,177,4,3.2,1.4,32,79,34,7,135,34,65,1743,72,277,796,717,96,1743,163,105,57,1077,8824,5105,166,115,30,110,58,1218,213,6000000.0,35.72222222222222,0.2519369597740654,0.2519369597740654,0.1119719821218068,2.743313561984268,0.8677828614440032,0.212746766031433,0.0727817883791744,0.97975484356581,0.8957758569744549,8.0,34.0,64.02439024390245,9.090909090909092,110.97,260.909756097561,420.0,33.19482009935557,74.50487498683835,36.007987031732945
Junior Messias,2022,ITA-Serie A,Milan,BRA,"FW,DF",31.0,1991.0,25,19,1498,16.6,5,2,7,5,0,0,3,0,2.3,2.3,0.8,3.0,45,54,137,0.3,0.12,0.42,0.3,0.42,0.14,0.05,0.18,0.14,0.18,16.6,24,18,9,9,6,5,19,14,20,4,16,7,31,28.0,0,5,32,11,1.92,0.66,1,0,0,430,563,76.4,6793,1803,232,277,83.8,156,191,81.7,30,57,2,1.6,1.2,13,33,8,2,54,25,41,765,32,122,336,323,54,765,68,34,21,466,3060,1659,45,42,18,32,14,530,137,4500000.0,16.644444444444446,0.3003824870334892,0.3003824870334892,0.1201529948133957,1.9224479170143316,0.6608414714736763,0.138175944035405,0.0480611979253582,0.420535481846885,1.201529948133957,8.0,37.3134328358209,49.275362318840585,15.151515151515152,47.21,269.1041747782825,198.1134328358209,12.640272857101408,76.91887494009225,16.61553889347202
Junior Mwanga,2023,FRA-Ligue 1,Strasbourg,FRA,"MF,FW",20.0,2003.0,22,17,1450,16.1,1,1,2,1,0,0,3,0,1.5,1.5,0.9,2.4,28,56,37,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.15,0.09,0.15,16.1,40,20,23,12,5,12,24,12,20,5,15,18,58,19.0,0,1,20,4,1.24,0.25,0,0,0,415,520,79.8,7549,1911,166,204,81.4,191,225,84.9,47,62,1,0.8,0.1,13,48,9,0,56,12,9,713,44,188,369,168,25,713,46,28,15,471,3113,1427,28,20,6,32,24,425,37,7000000.0,16.11111111111111,0.0620651131998703,0.0620651131998703,0.0620651131998703,1.241302263997407,0.2482604527994814,0.0930976697998055,0.0558586018798833,1.1171720375976664,1.241302263997407,8.498,54.54545454545454,59.57446808510638,4.761904761904762,23.548000000000002,288.5914235976789,300.94345454545453,5.012266319362732,82.65963820494024,25.602679884232472
Junior Sambia,2020,FRA-Ligue 1,Montpellier,FRA,"DF,MF",23.0,1996.0,36,26,2448,27.2,1,6,7,1,0,0,2,0,1.0,1.0,2.8,3.8,61,118,122,0.04,0.22,0.26,0.04,0.26,0.04,0.1,0.14,0.04,0.14,27.2,41,29,20,14,7,26,38,12,27,14,13,39,80,46.0,0,1,18,7,0.66,0.26,5,0,0,1021,1322,77.2,17044,7036,540,609,88.7,362,473,76.5,99,173,6,2.8,3.2,26,95,39,21,118,41,35,1634,70,432,762,460,25,1634,74,37,37,855,4835,2668,61,72,9,41,37,975,122,6500000.0,27.2,0.0367633542884452,0.0367633542884452,0.2205801257306716,0.661740377192015,0.2573434800191169,0.0367633542884452,0.1029373920076467,1.4337708172493655,0.9926105657880224,8.498,53.246753246753244,49.333333333333336,5.263157894736842,27.948,278.8053593073593,362.34475324675327,6.430710608351413,79.77675417621116,30.96903223221287
Junior Sambia,2021,FRA-Ligue 1,Montpellier,FRA,"DF,MF",23.0,1996.0,36,26,2448,27.2,1,6,7,1,0,0,2,0,1.0,1.0,2.8,3.8,61,118,122,0.04,0.22,0.26,0.04,0.26,0.04,0.1,0.14,0.04,0.14,27.2,41,29,20,14,7,26,38,12,27,14,13,39,80,46.0,0,1,18,7,0.66,0.26,5,0,0,1021,1322,77.2,17044,7036,540,609,88.7,362,473,76.5,99,173,6,2.8,3.2,26,95,39,21,118,41,35,1634,70,432,762,460,25,1634,74,37,37,855,4835,2668,61,72,9,41,37,975,122,4500000.0,27.2,0.0367633542884452,0.0367633542884452,0.2205801257306716,0.661740377192015,0.2573434800191169,0.0367633542884452,0.1029373920076467,1.4337708172493655,0.9926105657880224,8.498,53.246753246753244,49.333333333333336,5.263157894736842,27.948,278.8053593073593,362.34475324675327,6.430710608351413,79.77675417621116,30.96903223221287
Junior Sambia,2022,ITA-Serie A,Salernitana,FRA,DF,25.0,1996.0,22,7,697,7.7,0,1,1,0,0,0,3,0,0.6,0.6,1.6,2.2,23,27,38,0.0,0.13,0.13,0.0,0.13,0.08,0.21,0.29,0.08,0.29,7.7,12,5,7,4,1,6,10,4,9,3,6,8,20,16.0,1,0,13,5,1.68,0.65,5,0,0,312,396,78.8,4617,1867,178,198,89.9,107,141,75.9,14,33,1,0.7,-0.6,7,14,10,2,27,15,10,504,21,114,221,172,13,504,29,10,17,258,1443,803,23,22,6,13,9,301,38,3500000.0,7.7444444444444445,0.0,0.0,0.1291081495933093,1.6784059447130213,0.6455407479665466,0.0774648897559855,0.2065730393492949,1.0328651967464746,1.161973346339784,8.0,57.692307692307686,33.33333333333333,0.0,20.32,275.5410256410256,149.29230769230767,3.9716440091683083,78.81511166989479,12.34866889094232
