player,season,league,team,nation,pos,age,born,Playing Time MP,Playing Time Starts,Minutes de jeu,Playing Time 90s,G,A,Performance G+A,G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,xG,Expected npxG,xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocs_totaux,Blocks Sh,Blocks Pass,Interceptions,Tkl+Int,Degagements,Err,Standard Gls,Tirs,Tirs_Cadres,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Aerial Duels Won,Aerial Duels Lost,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Valeur marchande (euros),90s_calcul,G_per90,G-PK_per90,A_per90,Tirs_per90,Tirs_Cadres_per90,xG_per90,xAG_per90,Interceptions_per90,Blocs_totaux_per90,uefa_coeff,Aerial_Wins_Pct,Dribble_Succ_Pct,Finishing_ratio,OSI_raw,PMI_raw,DSI_raw,Off Index,Playmaking Index,Def Index
Danilo Cataldi,2021,ITA-Serie A,Lazio,ITA,MF,25.0,1994.0,19,4,568,6.3,0,0,0,0,0,0,4,0,0.3,0.3,0.3,0.6,12,43,14,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.1,0.05,0.1,6.3,7,2,1,5,1,4,18,14,3,1,2,9,16,7.0,0,0,6,2,0.95,0.32,0,0,0,351,429,81.8,5783,1975,168,180,93.3,140,163,85.9,31,67,0,0.7,-0.3,5,40,7,3,43,1,5,466,18,96,268,106,8,466,9,8,1,266,1416,682,12,9,1,6,2,321,14,5000000.0,6.311111111111111,0.0,0.0,0.0,0.9505536094632892,0.3168512031544298,0.0475276804731644,0.0475276804731644,1.4258304141949338,0.4752768047316446,8.0,14.285714285714285,80.0,0.0,13.16,289.68571428571425,74.9857142857143,1.6634483025412719,82.98200612055312,5.8544192507557495
Danilo Cataldi,2022,ITA-Serie A,Lazio,ITA,MF,27.0,1994.0,29,26,1921,21.3,0,1,1,0,0,0,5,0,0.2,0.2,1.1,1.4,8,83,14,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06,21.3,25,16,7,15,3,14,40,26,23,9,14,24,49,33.0,0,0,7,1,0.33,0.05,1,0,0,1147,1325,86.6,17538,6173,658,708,92.9,354,410,86.3,94,142,1,1.5,-0.1,16,99,9,0,83,1,5,1487,80,370,954,174,0,1487,18,6,8,752,2871,1108,8,9,0,7,8,1044,14,10000000.0,21.344444444444445,0.0,0.0,0.0468484037707759,0.3279388263954317,0.0468484037707759,0.0093696807541551,0.0515332441478535,1.1243616904986231,1.0775132867278472,8.0,14.285714285714285,31.57894736842105,0.0,11.440000000000001,285.21729323308267,219.5857142857143,1.108965535027515,81.66565060682416,18.492173922572704
Danilo D'Ambrosio,2020,ITA-Serie A,Inter,ITA,DF,31.0,1988.0,19,7,699,7.8,3,0,3,3,0,0,2,0,1.3,1.3,0.2,1.5,5,35,20,0.39,0.0,0.39,0.39,0.39,0.16,0.03,0.19,0.16,0.19,7.8,15,9,6,7,2,6,15,9,9,7,2,4,19,15.0,0,3,8,6,1.03,0.77,0,0,0,431,476,90.5,7052,2371,180,191,94.2,200,210,95.2,27,37,0,0.2,-0.2,3,35,1,1,35,10,10,544,51,220,259,66,10,544,7,4,3,326,1351,776,5,5,0,9,3,400,20,5000000.0,7.766666666666667,0.3862163669913744,0.3862163669913744,0.0,1.0299103119769986,0.7724327339827489,0.1673604256962622,0.0257477577994249,0.5149551559884993,1.1586491009741235,8.0,47.61904761904761,50.0,33.33333333333333,28.11,313.7857142857143,143.11904761904762,6.48293514808236,90.0816432199229,11.809138141764015
Danilo D'Ambrosio,2021,ITA-Serie A,Inter,ITA,DF,31.0,1988.0,19,7,699,7.8,3,0,3,3,0,0,2,0,1.3,1.3,0.2,1.5,5,35,20,0.39,0.0,0.39,0.39,0.39,0.16,0.03,0.19,0.16,0.19,7.8,15,9,6,7,2,6,15,9,9,7,2,4,19,15.0,0,3,8,6,1.03,0.77,0,0,0,431,476,90.5,7052,2371,180,191,94.2,200,210,95.2,27,37,0,0.2,-0.2,3,35,1,1,35,10,10,544,51,220,259,66,10,544,7,4,3,326,1351,776,5,5,0,9,3,400,20,3000000.0,7.766666666666667,0.3862163669913744,0.3862163669913744,0.0,1.0299103119769986,0.7724327339827489,0.1673604256962622,0.0257477577994249,0.5149551559884993,1.1586491009741235,8.0,47.61904761904761,50.0,33.33333333333333,28.11,313.7857142857143,143.11904761904762,6.48293514808236,90.0816432199229,11.809138141764015
Danilo D'Ambrosio,2022,ITA-Serie A,Inter,ITA,DF,33.0,1988.0,15,8,733,8.1,0,2,2,0,0,0,3,1,0.3,0.3,0.7,0.9,8,34,17,0.0,0.25,0.25,0.0,0.25,0.03,0.08,0.11,0.03,0.11,8.1,25,17,17,7,1,15,27,12,12,4,8,10,35,17.0,0,0,3,2,0.37,0.25,0,0,0,493,557,88.5,8396,2823,212,222,95.5,246,270,91.1,26,51,2,0.6,1.3,7,26,5,1,34,8,9,635,58,303,269,64,12,635,6,1,3,424,1843,988,8,7,2,7,2,467,17,1500000.0,8.144444444444444,0.0,0.0,0.2455360187698645,0.3683040281547968,0.2455360187698645,0.0368304028154796,0.0859376065694526,1.2276800938493229,1.4732161126191874,8.0,44.44444444444444,14.285714285714285,0.0,12.56,293.54761904761904,198.14444444444445,1.4700240813155427,84.11968754469635,16.618249246872868
Danilo Pereira,2020,FRA-Ligue 1,Paris S-G,POR,"MF,DF",28.0,1991.0,23,16,1430,15.9,2,1,3,2,0,0,3,0,1.5,1.5,0.6,2.1,10,82,4,0.13,0.06,0.19,0.13,0.19,0.09,0.04,0.13,0.09,0.13,15.9,21,11,6,11,4,6,14,8,14,6,8,29,50,33.0,4,2,17,5,1.07,0.31,0,0,0,1090,1186,91.9,17800,5515,513,545,94.1,492,518,95.0,54,77,1,0.4,0.4,5,85,3,0,82,28,16,1331,58,383,866,90,16,1331,8,7,1,875,3978,2115,10,11,0,12,6,1015,4,20000000.0,15.88888888888889,0.1258662042249089,0.1258662042249089,0.0629331021124544,1.069862735911726,0.3146655105622723,0.0943996531686817,0.0377598612674726,1.8250599612611795,0.8810634295743625,8.498,62.22222222222222,77.77777777777779,11.11111111111111,26.798000000000002,334.4757777777778,244.02022222222223,6.0599808510020985,96.17674456251918,20.62770170146725
Danilo Pereira,2021,FRA-Ligue 1,Paris S-G,POR,"MF,DF",28.0,1991.0,23,16,1430,15.9,2,1,3,2,0,0,3,0,1.5,1.5,0.6,2.1,10,82,4,0.13,0.06,0.19,0.13,0.19,0.09,0.04,0.13,0.09,0.13,15.9,21,11,6,11,4,6,14,8,14,6,8,29,50,33.0,4,2,17,5,1.07,0.31,0,0,0,1090,1186,91.9,17800,5515,513,545,94.1,492,518,95.0,54,77,1,0.4,0.4,5,85,3,0,82,28,16,1331,58,383,866,90,16,1331,8,7,1,875,3978,2115,10,11,0,12,6,1015,4,14000000.0,15.88888888888889,0.1258662042249089,0.1258662042249089,0.0629331021124544,1.069862735911726,0.3146655105622723,0.0943996531686817,0.0377598612674726,1.8250599612611795,0.8810634295743625,8.498,62.22222222222222,77.77777777777779,11.11111111111111,26.798000000000002,334.4757777777778,244.02022222222223,6.0599808510020985,96.17674456251918,20.62770170146725
Danilo Pereira,2022,FRA-Ligue 1,Paris S-G,POR,"DF,MF",30.0,1991.0,33,27,2410,26.8,2,0,2,2,0,0,3,0,2.3,2.3,0.5,2.8,26,154,11,0.07,0.0,0.07,0.07,0.07,0.09,0.02,0.1,0.09,0.1,26.8,32,17,15,14,3,19,26,7,26,19,7,36,68,59.0,1,2,22,5,0.82,0.19,0,0,0,1950,2068,94.3,32419,10970,909,946,96.1,859,899,95.6,136,164,0,0.9,-0.5,4,200,7,0,154,34,22,2277,193,695,1442,162,29,2277,15,10,5,1888,9953,5205,26,35,2,14,10,1748,11,10000000.0,26.77777777777778,0.0746860075764805,0.0746860075764805,0.0,0.821546083341286,0.1867150189412013,0.0858889087129526,0.0186715018941201,1.3443481363766496,0.970918098494247,8.498,59.64912280701754,62.5,8.695652173913043,28.757999999999996,334.2927368421052,326.0471228070175,6.691833307006146,96.1228223958136,27.796690955133645
Danilo Pereira,2023,FRA-Ligue 1,Paris S-G,POR,DF,31.0,1991.0,26,22,1995,22.2,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,28,148,2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,22.2,22,12,14,6,2,9,17,8,29,26,3,23,45,100.0,1,0,10,1,0.45,0.05,0,0,0,2089,2223,94.0,40180,13453,631,662,95.3,1277,1321,96.7,163,211,0,0.9,0.0,0,222,4,0,148,46,29,2430,240,827,1543,70,15,2430,5,3,2,2016,10737,6336,28,23,0,4,1,1902,2,8000000.0,22.166666666666668,0.0,0.0,0.0,0.4511074688359923,0.0451107468835992,0.0631550456370389,0.0,1.0375471783227823,1.3082116596243778,8.498,60.526315789473685,50.0,0.0,13.977999999999998,328.6558947368421,271.0243157894737,1.9271499908123486,94.46226084669262,22.987806194120875
Danilo Soares,2022,GER-Bundesliga,Bochum,BRA,DF,30.0,1991.0,23,23,1766,19.6,0,0,0,0,0,0,6,0,0.0,0.0,1.3,1.3,17,93,24,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.07,19.6,72,46,42,23,7,43,72,29,29,6,23,30,102,56.0,1,0,2,0,0.1,0.0,0,0,0,751,1004,74.8,13624,5004,333,383,86.9,312,412,75.7,92,159,0,1.1,-1.3,11,82,14,5,93,24,18,1251,90,469,643,154,2,1251,22,8,12,507,2188,908,17,18,2,17,13,522,24,1800000.0,19.622222222222224,0.0,0.0,0.0,0.1019200606990583,0.0,0.0,0.0662480394543879,1.5288009104858753,1.4778408801363463,8.909,55.81395348837209,34.78260869565217,0.0,9.309000000000001,263.9662295247725,476.3229534883721,0.42198717597413304,75.40528378920632,40.930502028815965
Danilo Soares,2023,GER-Bundesliga,Bochum,BRA,DF,31.0,1991.0,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,8,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,3.9,10,6,5,3,2,5,8,3,6,0,6,7,17,11.0,0,0,3,0,0.77,0.0,0,0,0,124,179,69.3,2028,942,65,75,86.7,50,79,63.3,8,20,0,0.1,-0.1,3,12,3,0,15,4,7,227,18,70,116,48,1,227,7,6,0,93,447,173,3,1,0,6,2,95,8,700000.0,3.9,0.0,0.0,0.0,0.7690335811330429,0.0,0.0,0.0256344527044347,1.7944116893104334,1.5380671622660858,8.909,33.33333333333333,75.0,0.0,9.509,256.80899999999997,109.34233333333333,0.48646191638270925,73.2968301683441,8.857119962214137
Danny Ings,2020,ENG-Premier League,Southampton,ENG,FW,28.0,1992.0,29,26,2173,24.1,12,4,16,10,2,2,1,0,8.5,6.9,2.1,9.1,37,52,134,0.5,0.17,0.66,0.41,0.58,0.35,0.09,0.44,0.29,0.38,24.1,22,13,3,16,3,12,28,16,39,2,37,3,25,27.0,1,12,55,24,2.28,0.99,0,2,2,337,527,63.9,4427,1222,195,256,76.2,88,140,62.9,17,40,4,1.3,1.9,22,29,15,2,52,23,72,817,27,78,353,391,116,815,59,30,29,459,2139,827,37,25,13,66,18,574,134,22000000.0,24.14444444444445,0.4969881597172689,0.4141567997643907,0.1656627199057563,2.277862398704149,0.9939763194345378,0.3520332797997321,0.086972927950522,0.1242470399293172,1.615211519081124,10.0,23.958333333333336,50.0,17.857142857142858,99.00000000000001,230.8875,208.65833333333333,29.33600688590228,65.66059601600746,17.537142389504403
Danny Ings,2021,ENG-Premier League,Southampton,ENG,FW,28.0,1992.0,29,26,2173,24.1,12,4,16,10,2,2,1,0,8.5,6.9,2.1,9.1,37,52,134,0.5,0.17,0.66,0.41,0.58,0.35,0.09,0.44,0.29,0.38,24.1,22,13,3,16,3,12,28,16,39,2,37,3,25,27.0,1,12,55,24,2.28,0.99,0,2,2,337,527,63.9,4427,1222,195,256,76.2,88,140,62.9,17,40,4,1.3,1.9,22,29,15,2,52,23,72,817,27,78,353,391,116,815,59,30,29,459,2139,827,37,25,13,66,18,574,134,20000000.0,24.14444444444445,0.4969881597172689,0.4141567997643907,0.1656627199057563,2.277862398704149,0.9939763194345378,0.3520332797997321,0.086972927950522,0.1242470399293172,1.615211519081124,10.0,23.958333333333336,50.0,17.857142857142858,99.00000000000001,230.8875,208.65833333333333,29.33600688590228,65.66059601600746,17.537142389504403
Danny Ings,2022,ENG-Premier League,Aston Villa,ENG,FW,30.0,1992.0,70,30,3198,35.599999999999994,16,4,20,12,4,4,8,0,16.6,13.6,4.4,18.0,48,48,180,1.78,0.46,2.24,1.34,1.8,1.88,0.5,2.36,1.52,2.02,35.599999999999994,38,26,2,20,16,12,40,28,40,6,34,8,46,8.0,0,16,80,32,8.94,3.54,0,4,4,412,620,66.30000000000001,4964,1182,276,372,74.05000000000001,84,114,72.30000000000001,16,50,4,3.0,-0.3999999999999999,30,36,12,0,48,50,74,992,40,96,422,488,172,988,68,30,36,584,2544,1040,48,28,24,62,54,686,180,48000000.0,35.53333333333333,0.4502687541626409,0.3377015656219806,0.1125671885406602,2.251343770813204,0.9005375083252818,0.46715383244374,0.1238239073947262,0.2251343770813204,1.125671885406602,10.0,40.0,43.47826086956522,14.814814814814813,136.32,240.29130434782613,298.8,41.36699344614264,68.43086980119588,25.415346186475585
Danny Ings,2023,ENG-Premier League,West Ham,ENG,FW,31.0,1992.0,20,3,404,4.5,1,0,1,1,0,0,1,0,1.3,1.3,0.3,1.5,7,8,29,0.22,0.0,0.22,0.22,0.22,0.28,0.06,0.34,0.28,0.34,4.5,6,2,0,6,0,4,13,9,4,1,3,3,9,7.0,0,1,12,4,2.67,0.89,0,0,0,76,107,71.0,854,170,40,50,80.0,19,24,79.2,1,8,0,0.3,-0.3,5,2,3,0,8,3,9,165,8,20,68,79,24,165,13,6,6,94,381,129,7,2,3,9,4,107,29,8000000.0,4.488888888888889,0.2227226607933876,0.2227226607933876,0.0,2.672671929520651,0.8908906431735504,0.2895394590314039,0.0668167982380162,0.6681679823801627,0.8908906431735504,10.0,23.076923076923077,42.857142857142854,7.6923076923076925,23.21,247.06593406593407,71.77692307692308,4.903304008072237,70.42661305767606,5.5739772307710584
Danny Latza,2020,GER-Bundesliga,Mainz 05,GER,MF,30.0,1989.0,29,21,1800,20.0,0,2,2,0,0,0,8,0,2.1,2.1,2.2,4.3,10,67,42,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.22,0.11,0.22,20.0,43,26,12,19,12,23,70,47,39,3,36,27,70,23.0,0,0,22,10,1.1,0.5,0,0,0,518,747,69.3,8980,2938,225,283,79.5,224,301,74.4,52,104,2,2.7,-0.2,24,46,8,2,67,28,36,977,36,231,494,264,31,977,23,17,6,476,1912,773,10,7,2,33,18,521,42,1500000.0,20.0,0.0,0.0,0.0999950002499874,1.0999450027498625,0.4999750012499375,0.1049947502624868,0.1099945002749862,1.3499325033748313,1.949902504874756,8.909,43.07692307692308,70.83333333333334,0.0,33.829,259.06541025641025,358.2859230769231,8.326590350065603,73.96154776036937,30.61429848435061
Danny Latza,2022,GER-Bundesliga,Schalke 04,GER,MF,32.0,1989.0,20,8,853,9.5,0,1,1,0,0,0,2,0,0.9,0.9,0.2,1.1,11,33,15,0.0,0.11,0.11,0.0,0.11,0.1,0.02,0.12,0.09,0.12,9.5,17,13,8,8,1,5,17,12,16,1,15,5,22,15.0,0,0,16,2,1.69,0.21,1,0,0,310,394,78.7,5376,1274,132,151,87.4,137,163,84.0,31,51,1,0.4,0.8,4,21,5,2,33,14,21,503,16,142,257,111,15,503,13,4,8,244,1080,561,11,3,1,7,8,282,15,500000.0,9.477777777777778,0.0,0.0,0.1054988336517835,1.6879813384285365,0.210997667303567,0.0949489502866051,0.0210997667303567,0.5274941682589176,1.6879813384285365,8.909,38.88888888888889,28.57142857142857,0.0,16.789,268.6042380952381,159.29788888888888,2.8333424672548917,76.77159821717615,13.223136944271078
Danny Ward,2022,ENG-Premier League,Leicester City,WAL,GK,29.0,1993.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1,1,1,0,0,1,3,2,0,0,0,0,1,14.0,2,0,0,0,0.0,0.0,0,0,0,708,945,74.9,16865,10488,197,199,99.0,352,355,99.2,158,383,0,0.0,0.0,0,7,0,0,0,3,0,1000,806,996,5,0,0,1000,0,0,0,559,2832,1665,0,0,0,0,0,482,0,6000000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,0.0,0.0,10.0,257.20000000000005,90.4,0.6447474040857643,73.41201515198951,7.201597406346591
Danny Welbeck,2020,ENG-Premier League,Brighton,ENG,FW,29.0,1990.0,24,17,1545,17.2,6,1,7,6,0,1,0,0,6.6,5.8,2.8,8.7,21,25,98,0.35,0.06,0.41,0.35,0.41,0.39,0.16,0.55,0.34,0.5,17.2,12,6,2,6,4,7,19,12,17,0,17,7,19,13.0,0,6,34,15,1.98,0.87,0,0,1,209,262,79.8,2565,548,142,163,87.1,44,52,84.6,5,9,1,1.4,-1.8,22,13,5,0,25,21,43,447,16,44,154,256,84,446,33,18,14,248,1441,716,21,11,10,51,13,312,98,4000000.0,17.166666666666668,0.3494942042211132,0.3494942042211132,0.0582490340368522,1.9804671572529755,0.8737355105527832,0.3844436246432245,0.1630972953031862,0.4077432382579655,0.9902335786264876,10.0,32.30769230769231,52.94117647058824,17.142857142857142,64.02000000000001,280.76877828054296,139.6076923076923,18.059374788442263,80.35515924607095,11.502252616241954
Danny Welbeck,2021,ENG-Premier League,Brighton,ENG,FW,29.0,1990.0,24,17,1545,17.2,6,1,7,6,0,1,0,0,6.6,5.8,2.8,8.7,21,25,98,0.35,0.06,0.41,0.35,0.41,0.39,0.16,0.55,0.34,0.5,17.2,12,6,2,6,4,7,19,12,17,0,17,7,19,13.0,0,6,34,15,1.98,0.87,0,0,1,209,262,79.8,2565,548,142,163,87.1,44,52,84.6,5,9,1,1.4,-1.8,22,13,5,0,25,21,43,447,16,44,154,256,84,446,33,18,14,248,1441,716,21,11,10,51,13,312,98,4000000.0,17.166666666666668,0.3494942042211132,0.3494942042211132,0.0582490340368522,1.9804671572529755,0.8737355105527832,0.3844436246432245,0.1630972953031862,0.4077432382579655,0.9902335786264876,10.0,32.30769230769231,52.94117647058824,17.142857142857142,64.02000000000001,280.76877828054296,139.6076923076923,18.059374788442263,80.35515924607095,11.502252616241954
Danny Welbeck,2022,ENG-Premier League,Brighton,ENG,FW,31.0,1990.0,31,21,1854,20.6,6,3,9,6,0,0,0,0,9.4,9.4,4.3,13.7,31,49,134,0.29,0.15,0.44,0.29,0.44,0.46,0.21,0.66,0.46,0.66,20.6,15,7,0,7,8,4,11,7,24,2,22,5,20,20.0,0,6,62,22,3.01,1.07,1,0,0,373,442,84.4,4456,872,244,275,88.7,92,106,86.8,5,11,3,1.7,-1.3,30,32,15,0,49,32,27,693,23,44,281,376,117,693,45,22,18,407,1859,878,31,18,10,60,23,519,134,7000000.0,20.6,0.2912479976700159,0.2912479976700159,0.1456239988350079,3.009562642590165,1.0679093247900586,0.4562885296830251,0.2087277316635114,0.2427066647250133,1.164991990680064,10.0,53.333333333333336,47.82608695652174,9.523809523809524,85.58000000000001,299.83043478260873,183.33333333333334,25.0097518044868,85.97054695053193,15.323787361400917
Danny Welbeck,2023,ENG-Premier League,Brighton,ENG,"FW,MF",32.0,1990.0,29,21,1693,18.8,5,1,6,5,0,0,4,0,5.3,5.3,1.7,7.0,32,44,100,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37,18.8,35,17,9,17,9,10,17,7,12,0,12,9,44,17.0,1,5,41,16,2.18,0.85,1,0,0,423,515,82.1,4847,730,304,349,87.1,91,106,85.8,1,2,1,1.4,-0.7,22,23,13,0,44,16,22,727,20,71,337,325,73,727,27,8,16,443,2011,877,32,16,13,46,21,533,100,5000000.0,18.81111111111111,0.2657862251859026,0.2657862251859026,0.0531572450371805,2.1794470465244022,0.8505159205948887,0.2817333986970568,0.0903673165632069,0.4784152053346248,0.6378869404461665,10.0,41.02564102564102,28.57142857142857,11.904761904761903,63.61,280.5362637362637,234.725641025641,17.927201570604677,80.28666261185072,19.815373645176265
Danny da Costa,2020,GER-Bundesliga,Mainz 05,GER,"DF,FW",27.0,1993.0,44,32,2636,29.200000000000003,0,2,2,0,0,0,4,0,0.6000000000000001,0.6000000000000001,4.6,5.4,54,106,96,0.0,0.14,0.14,0.0,0.14,0.28,0.34,0.62,0.28,0.62,29.200000000000003,44,32,12,18,14,26,56,30,40,6,34,34,78,15.5,0,0,12,0,5.340000000000001,0.0,0,0,0,692,1160,64.1,13434,6768,258,352,77.5,334,526,67.25,90,212,2,4.2,-2.6,26,80,42,20,106,28,20,1442,68,406,584,466,32,1442,44,36,8,588,3358,1688,54,38,12,44,8,658,96,24000000.0,29.288888888888888,0.0,0.0,0.068282949368193,0.4096976962091582,0.0,0.0204848848104579,0.1570507835468439,1.1608101392592818,1.365658987363861,8.909,57.14285714285714,80.0,0.0,12.029000000000002,251.3518571428571,391.60185714285717,1.2988436455307726,71.68920635568303,33.526045381914265
Danny da Costa,2021,GER-Bundesliga,Mainz 05,GER,"DF,FW",27.0,1993.0,22,16,1318,14.6,0,1,1,0,0,0,2,0,0.3,0.3,2.3,2.7,27,53,48,0.0,0.07,0.07,0.0,0.07,0.14,0.17,0.31,0.14,0.31,14.6,22,16,6,9,7,13,28,15,20,3,17,17,39,15.5,0,0,6,0,2.6700000000000004,0.0,0,0,0,346,580,64.1,6717,3384,129,176,77.5,167,263,67.25,45,106,1,2.1,-1.3,13,40,21,10,53,14,10,721,34,203,292,233,16,721,22,18,4,294,1679,844,27,19,6,22,4,329,48,4600000.0,14.644444444444444,0.0,0.0,0.0682806181671964,0.4096837090031788,0.0,0.0204841854501589,0.1570454217845519,1.16077050884234,1.3656123633439297,8.909,56.00000000000001,78.26086956521739,0.0,10.469000000000001,249.81334782608695,228.459,0.7959406703438764,71.23597574061799,19.267681585021393
Danny da Costa,2022,GER-Bundesliga,Mainz 05,GER,DF,29.0,1993.0,23,14,1236,13.7,0,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,32,62,74,0.0,0.15,0.15,0.0,0.15,0.04,0.07,0.11,0.04,0.11,13.7,20,16,7,8,5,12,20,8,22,3,19,9,29,26.0,0,0,7,1,0.51,0.07,0,0,0,372,607,61.3,6633,3228,140,181,77.3,191,298,64.1,27,85,2,1.3,1.0,11,37,21,8,62,18,11,767,29,164,362,246,24,767,28,11,16,346,1874,913,32,19,11,25,11,386,74,1800000.0,13.733333333333333,0.0,0.0,0.1456204645292818,0.5096716258524865,0.0728102322646409,0.0364051161323204,0.0728102322646409,0.6552920903817684,1.6018251098221006,8.909,60.0,37.93103448275862,0.0,12.709000000000001,226.98141379310343,213.509,1.5180577629199323,64.50989914680333,17.96108108471943
Danny da Costa,2023,GER-Bundesliga,Mainz 05,GER,DF,30.0,1993.0,19,9,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22,40,53,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16,9.2,18,9,9,7,2,9,19,10,17,4,13,16,34,24.0,0,0,6,1,0.65,0.11,0,0,0,317,470,67.4,5513,2576,144,177,81.4,126,193,65.3,37,69,1,1.3,-0.2,9,27,16,9,40,10,20,589,32,163,254,175,11,589,13,7,5,227,1219,613,22,9,3,8,7,263,53,1200000.0,9.22222222222222,0.0,0.0,0.1084219783396981,0.6505318700381887,0.1084219783396981,0.0325265935019094,0.1301063740076377,1.73475165343517,1.843173631774868,8.909,32.25806451612903,50.0,0.0,12.269,241.28641935483873,181.56706451612902,1.3762133340210638,68.72402147845423,15.169418952021188
Dante,2020,FRA-Ligue 1,Nice,BRA,DF,36.0,1983.0,9,9,774,8.6,2,1,3,2,0,0,2,0,0.9,0.9,0.2,1.0,3,27,0,0.23,0.12,0.35,0.23,0.35,0.1,0.02,0.12,0.1,0.12,8.6,10,5,6,4,0,3,7,4,6,4,2,10,20,20.0,0,2,7,2,0.81,0.23,1,0,0,628,696,90.2,11994,4901,221,233,94.8,331,349,94.8,73,105,1,0.3,0.8,2,24,2,0,27,21,7,757,80,377,366,15,11,757,1,1,0,536,2525,1469,3,2,0,2,1,608,0,1000000.0,8.6,0.2325311010347634,0.2325311010347634,0.1162655505173817,0.813858853621672,0.2325311010347634,0.1046389954656435,0.0232531101034763,1.1626555051738172,0.6975933031042902,8.498,72.41379310344827,50.0,25.0,18.677999999999997,321.3221379310345,154.91179310344825,3.442306390413895,92.30180392153629,12.839800827372812
Dante,2021,FRA-Ligue 1,Nice,BRA,DF,36.0,1983.0,9,9,774,8.6,2,1,3,2,0,0,2,0,0.9,0.9,0.2,1.0,3,27,0,0.23,0.12,0.35,0.23,0.35,0.1,0.02,0.12,0.1,0.12,8.6,10,5,6,4,0,3,7,4,6,4,2,10,20,20.0,0,2,7,2,0.81,0.23,1,0,0,628,696,90.2,11994,4901,221,233,94.8,331,349,94.8,73,105,1,0.3,0.8,2,24,2,0,27,21,7,757,80,377,366,15,11,757,1,1,0,536,2525,1469,3,2,0,2,1,608,0,800000.0,8.6,0.2325311010347634,0.2325311010347634,0.1162655505173817,0.813858853621672,0.2325311010347634,0.1046389954656435,0.0232531101034763,1.1626555051738172,0.6975933031042902,8.498,72.41379310344827,50.0,25.0,18.677999999999997,321.3221379310345,154.91179310344825,3.442306390413895,92.30180392153629,12.839800827372812
Dante,2022,FRA-Ligue 1,Nice,BRA,DF,38.0,1983.0,37,37,3299,36.7,1,2,3,1,0,0,6,0,1.5,1.5,1.7,3.2,12,160,3,0.03,0.05,0.08,0.03,0.08,0.04,0.05,0.09,0.04,0.09,36.7,70,40,45,21,4,36,59,23,52,31,21,47,117,125.0,2,1,23,5,0.63,0.14,0,0,0,2376,2643,89.9,45941,18236,861,908,94.8,1220,1286,94.9,257,388,2,1.5,0.3,12,154,9,0,160,74,28,2991,346,1427,1505,75,31,2991,13,8,5,2374,11876,6155,12,11,0,15,9,2177,3,600000.0,36.65555555555556,0.0272802500083356,0.0272802500083356,0.0545605000166712,0.6274457501917196,0.1364012500416781,0.0409203750125034,0.0463764250141705,1.282171750391775,1.418573000433453,8.498,71.84466019417476,57.14285714285714,4.166666666666666,25.948,323.6085409153953,570.8426601941749,5.7859632042656495,92.97535709381339,49.191337886354184
