player,season,age,born,Minutes de jeu,# 90 min jouées,G,A,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,% dribble  réussis,% passes réussies,% passes courtes réussies,% passes moyennes réussies,% passes longues réussies,% duels aériens gagnés,xG / Tir,Valeur marchande (euros),Chevauchée avant  >5m,Passes avant >10m,Passes > 10m vers l'avant reçues,Tacles réussis qui gagnent la balle,Dribbles subis perdus,Blocs totaux,Interceptions,Tacles réussis + interceptions,Dégagements,Erreurs menant à un tir adverse,Tirs,Tirs cadrés,Distance totale des passes > 10m avant effectuées,Passes menant à un but,Touches ballon en jeu,Passes reçues,team,league,nation,pos
Maximilian Arnold,2020.0,26.0,1994.0,2585.0,28.7,0.1,0.21,0.31,0.1,0.31,0.08,0.15,0.23,0.08,0.23,0.8947368421052632,0.795,0.879,0.866,0.6342710997442456,0.5909090909090909,0.0436363636363636,19000000.0,1.0452961672473868,6.2717770034843205,1.1498257839721255,1.637630662020906,1.0801393728222997,0.8362369337979094,1.7073170731707317,3.3449477351916377,1.986062717770035,0.0,1.916376306620209,0.5226480836236934,295.6445993031359,1.7073170731707317,68.43205574912892,38.22299651567944,Wolfsburg,GER-Bundesliga,GER,MF
Maximilian Arnold,2021.0,26.0,1994.0,2585.0,28.7,0.1,0.21,0.31,0.1,0.31,0.08,0.15,0.23,0.08,0.23,0.8947368421052632,0.795,0.879,0.866,0.6342710997442456,0.5909090909090909,0.0436363636363636,17000000.0,1.0452961672473868,6.2717770034843205,1.1498257839721255,1.637630662020906,1.0801393728222997,0.8362369337979094,1.7073170731707317,3.3449477351916377,1.986062717770035,0.0,1.916376306620209,0.5226480836236934,295.6445993031359,1.7073170731707317,68.43205574912892,38.22299651567944,Wolfsburg,GER-Bundesliga,GER,MF
Maximilian Arnold,2022.0,28.0,1994.0,2767.0,30.7,0.16,0.1,0.26,0.07,0.16,0.16,0.16,0.32,0.03,0.19,0.4705882352941176,0.773,0.889,0.87,0.5513392857142857,0.5,0.1724137931034483,14000000.0,0.9446254071661238,4.88599348534202,0.6188925081433225,2.019543973941368,0.8469055374592834,1.1074918566775245,0.8469055374592834,2.8664495114006514,2.1172638436482085,0.0651465798045602,0.9446254071661238,0.3908794788273615,284.2345276872964,1.4006514657980456,62.60586319218241,34.65798045602606,Wolfsburg,GER-Bundesliga,GER,MF
Maximilian Arnold,2023.0,29.0,1994.0,2506.0,27.8,0.07,0.04,0.11,0.07,0.11,0.04,0.14,0.18,0.04,0.18,0.6363636363636364,0.812,0.905,0.889,0.5537974683544303,0.3181818181818182,0.03125,7000000.0,0.7194244604316546,5.143884892086331,0.6834532374100719,1.8345323741007196,1.0431654676258992,0.8273381294964028,0.8633093525179856,2.697841726618705,2.158273381294964,0.0,1.1510791366906474,0.4316546762589928,271.47482014388487,1.7266187050359711,65.71942446043165,41.83453237410072,Wolfsburg,GER-Bundesliga,GER,MF
Maximilian Bauer,2022.0,22.0,2000.0,1846.0,20.5,0.0,0.05,0.05,0.0,0.05,0.08,0.02,0.1,0.08,0.1,0.4,0.727,0.851,0.848,0.4157303370786517,0.5819672131147541,0.2,3500000.0,0.5365853658536586,1.951219512195122,0.0975609756097561,1.5121951219512195,0.8292682926829268,1.2195121951219512,1.1219512195121952,2.6341463414634148,3.8536585365853657,0.048780487804878,0.3902439024390244,0.0,217.02439024390245,0.1951219512195122,47.90243902439025,24.4390243902439,Augsburg,GER-Bundesliga,GER,DF
Maximilian Bauer,2023.0,23.0,2000.0,810.0,9.0,0.11,0.0,0.11,0.11,0.11,0.15,0.0,0.15,0.15,0.15,0.6666666666666666,0.862,0.9179999999999999,0.9059999999999999,0.5454545454545454,0.5,0.35,3000000.0,0.2222222222222222,2.7777777777777777,0.1111111111111111,2.111111111111111,0.8888888888888888,1.5555555555555556,1.2222222222222223,3.333333333333333,3.333333333333333,0.1111111111111111,0.4444444444444444,0.1111111111111111,291.0,0.0,65.11111111111111,41.44444444444444,Augsburg,GER-Bundesliga,GER,DF
Maximilian Breunig,2023.0,22.0,2000.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,,0.25,,800000.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,Freiburg,GER-Bundesliga,GER,FW
Maximilian Eggestein,2020.0,23.0,1996.0,2942.0,32.7,0.06,0.15,0.21,0.06,0.21,0.03,0.1,0.13,0.03,0.13,0.6,0.7559999999999999,0.809,0.8170000000000001,0.6692307692307692,0.4444444444444444,0.0454545454545454,7500000.0,1.3761467889908257,5.871559633027522,2.079510703363914,1.7431192660550456,0.7645259938837919,0.9174311926605504,1.314984709480122,3.058103975535168,1.1009174311926604,0.0,0.6727828746177369,0.1529051987767584,183.27217125382265,0.9174311926605504,51.28440366972477,31.19266055045871,Werder Bremen,GER-Bundesliga,GER,MF
Maximilian Eggestein,2021.0,23.0,1996.0,2942.0,32.7,0.06,0.15,0.21,0.06,0.21,0.03,0.1,0.13,0.03,0.13,0.6,0.7559999999999999,0.809,0.8170000000000001,0.6692307692307692,0.4444444444444444,0.0454545454545454,8000000.0,1.3761467889908257,5.871559633027522,2.079510703363914,1.7431192660550456,0.7645259938837919,0.9174311926605504,1.314984709480122,3.058103975535168,1.1009174311926604,0.0,0.6727828746177369,0.1529051987767584,183.27217125382265,0.9174311926605504,51.28440366972477,31.19266055045871,Werder Bremen,GER-Bundesliga,GER,MF
Maximilian Eggestein,2022.0,25.0,1996.0,2451.0,27.2,0.04,0.07,0.11,0.04,0.11,0.03,0.06,0.1,0.03,0.1,0.5294117647058824,0.764,0.816,0.848,0.6428571428571429,0.5327102803738317,0.05625,10000000.0,0.7352941176470589,3.419117647058824,1.6911764705882353,1.875,0.6617647058823529,1.3602941176470589,1.3235294117647058,3.198529411764706,0.9926470588235294,0.0,0.5882352941176471,0.1470588235294117,116.58088235294116,0.8455882352941176,40.40441176470589,21.360294117647054,Freiburg,GER-Bundesliga,GER,MF
Maximilian Eggestein,2023.0,26.0,1996.0,2914.0,32.4,0.03,0.06,0.09,0.03,0.09,0.07,0.09,0.16,0.07,0.16,0.5405405405405406,0.812,0.8640000000000001,0.885,0.6707317073170732,0.5425531914893617,0.0615384615384615,10000000.0,1.2962962962962965,5.0,2.2222222222222223,1.5123456790123455,0.6481481481481481,1.6358024691358026,0.8641975308641976,2.376543209876543,1.234567901234568,0.0308641975308642,1.2037037037037035,0.2469135802469136,156.41975308641975,0.7716049382716049,50.46296296296296,30.833333333333336,Freiburg,GER-Bundesliga,GER,MF
Maximilian Mittelstädt,2023.0,26.0,1997.0,2103.0,23.4,0.09,0.17,0.26,0.09,0.26,0.04,0.18,0.22,0.04,0.22,0.6,0.847,0.925,0.853,0.556390977443609,0.6,0.0428571428571428,17000000.0,2.9914529914529915,5.256410256410256,5.512820512820513,3.888888888888889,1.5384615384615383,1.5384615384615383,1.965811965811966,5.854700854700855,2.777777777777778,0.0,0.8974358974358975,0.2564102564102564,282.1794871794872,1.2820512820512822,87.22222222222223,57.13675213675214,Stuttgart,GER-Bundesliga,GER,DF
Maximilian Philipp,2020.0,26.0,1994.0,1111.0,12.3,0.49,0.16,0.65,0.49,0.65,0.28,0.09,0.37,0.28,0.37,0.8461538461538461,0.732,0.7959999999999999,0.812,0.4615384615384615,0.4,0.1166666666666666,7000000.0,0.6504065040650406,2.2764227642276422,5.772357723577236,1.2195121951219512,1.3008130081300813,1.3821138211382114,0.4878048780487805,1.7073170731707317,0.2439024390243902,0.0,2.4390243902439024,1.3008130081300813,66.82926829268293,1.056910569105691,40.97560975609756,29.43089430894309,Wolfsburg,GER-Bundesliga,GER,MF
Maximilian Philipp,2021.0,26.0,1994.0,1111.0,12.3,0.49,0.16,0.65,0.49,0.65,0.28,0.09,0.37,0.28,0.37,0.8461538461538461,0.732,0.7959999999999999,0.812,0.4615384615384615,0.4,0.1166666666666666,4500000.0,0.6504065040650406,2.2764227642276422,5.772357723577236,1.2195121951219512,1.3008130081300813,1.3821138211382114,0.4878048780487805,1.7073170731707317,0.2439024390243902,0.0,2.4390243902439024,1.3008130081300813,66.82926829268293,1.056910569105691,40.97560975609756,29.43089430894309,Wolfsburg,GER-Bundesliga,GER,MF
Maximilian Philipp,2022.0,28.0,1994.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,0.0,0.643,0.895,0.778,0.2222222222222222,0.3333333333333333,0.1,2000000.0,2.3076923076923075,0.7692307692307692,4.615384615384615,1.5384615384615383,0.0,0.7692307692307692,0.0,1.5384615384615383,0.0,0.0,0.7692307692307692,0.7692307692307692,49.230769230769226,0.7692307692307692,39.230769230769226,26.153846153846157,Wolfsburg,GER-Bundesliga,GER,FW
Maximilian Wöber,2022.0,24.0,1998.0,1266.0,14.1,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,0.0,0.706,0.792,0.799,0.4098360655737705,0.5625,0.0777777777777777,14000000.0,1.0638297872340423,3.8297872340425534,1.0638297872340423,1.773049645390071,0.5673758865248227,2.269503546099291,1.9148936170212767,3.687943262411348,4.75177304964539,0.0709219858156028,0.6382978723404256,0.1418439716312056,294.822695035461,0.425531914893617,60.85106382978724,31.06382978723404,Leeds United,ENG-Premier League,AUT,DF
Maximilian Wöber,2023.0,25.0,1998.0,2066.0,23.0,0.09,0.13,0.22,0.09,0.22,0.06,0.07,0.13,0.06,0.13,0.5,0.8240000000000001,0.912,0.871,0.5459183673469388,0.5949367088607594,0.0684210526315789,10000000.0,1.391304347826087,5.565217391304348,1.0,2.869565217391304,0.9565217391304348,2.0434782608695654,1.6521739130434785,4.521739130434782,4.826086956521739,0.0,0.8260869565217391,0.1304347826086956,367.3478260869565,0.5217391304347826,78.17391304347827,46.34782608695652,Gladbach,GER-Bundesliga,AUT,DF
Maximiliano Caufriez,2022.0,25.0,1997.0,2222.0,24.7,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.3846153846153846,0.885,0.917,0.9159999999999999,0.7285714285714285,0.5714285714285714,0.0642857142857143,2500000.0,1.3360323886639676,3.724696356275304,0.5263157894736842,1.6194331983805668,0.3238866396761133,1.3360323886639676,1.376518218623482,2.995951417004049,2.834008097165992,0.0,0.5668016194331984,0.242914979757085,262.14574898785423,0.0,55.34412955465587,35.34412955465587,Clermont Foot,FRA-Ligue 1,BEL,DF
Maximiliano Caufriez,2023.0,26.0,1997.0,1659.0,18.4,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,0.5,0.8740000000000001,0.9109999999999999,0.904,0.7522935779816514,0.5277777777777778,0.0666666666666666,2500000.0,1.3043478260869563,3.315217391304348,0.5978260869565218,2.065217391304348,0.5434782608695653,0.9782608695652176,0.9782608695652176,3.0434782608695654,3.75,0.108695652173913,0.3260869565217391,0.0543478260869565,236.30434782608697,0.4891304347826087,59.07608695652174,36.41304347826088,Clermont Foot,FRA-Ligue 1,BEL,DF
Maximiliano Olivera,2020.0,28.0,1992.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.897,1.0,0.875,1.0,0.3333333333333333,,1000000.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,218.0,0.0,44.0,24.0,Fiorentina,ITA-Serie A,URU,DF
Maxwel Cornet,2022.0,25.0,1996.0,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.47,0.02,0.49,0.47,0.49,0.4,0.742,0.87,0.7040000000000001,1.0,0.3529411764705882,0.1444444444444444,12000000.0,3.333333333333333,1.851851851851852,9.62962962962963,2.592592592592593,0.7407407407407407,2.222222222222222,0.7407407407407407,3.333333333333333,1.111111111111111,0.0,3.333333333333333,0.7407407407407407,61.48148148148148,0.3703703703703703,51.85185185185185,38.14814814814815,West Ham,ENG-Premier League,CIV,FW
Maya Yoshida,2020.0,31.0,1988.0,2274.0,25.3,0.04,0.08,0.12,0.04,0.12,0.07,0.03,0.1,0.07,0.1,0.8333333333333334,0.8490000000000001,0.879,0.9359999999999999,0.6228813559322034,0.647887323943662,0.1636363636363636,3200000.0,0.2371541501976284,2.1739130434782608,0.1185770750988142,0.6719367588932806,0.2371541501976284,1.7786561264822134,2.2529644268774702,2.924901185770751,3.675889328063241,0.0395256916996047,0.4347826086956521,0.0395256916996047,299.1699604743083,0.2766798418972332,58.14229249011858,34.1501976284585,Sampdoria,ITA-Serie A,JPN,DF
Maya Yoshida,2021.0,31.0,1988.0,2274.0,25.3,0.04,0.08,0.12,0.04,0.12,0.07,0.03,0.1,0.07,0.1,0.8333333333333334,0.8490000000000001,0.879,0.9359999999999999,0.6228813559322034,0.647887323943662,0.1636363636363636,1500000.0,0.2371541501976284,2.1739130434782608,0.1185770750988142,0.6719367588932806,0.2371541501976284,1.7786561264822134,2.2529644268774702,2.924901185770751,3.675889328063241,0.0395256916996047,0.4347826086956521,0.0395256916996047,299.1699604743083,0.2766798418972332,58.14229249011858,34.1501976284585,Sampdoria,ITA-Serie A,JPN,DF
Maya Yoshida,2022.0,33.0,1988.0,2553.0,28.4,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.75,0.7609999999999999,0.792,0.8959999999999999,0.5,0.664,0.0833333333333333,900000.0,0.2464788732394366,2.992957746478873,0.1408450704225352,1.1971830985915493,0.3873239436619718,1.4084507042253522,1.619718309859155,2.8169014084507045,4.647887323943662,0.0704225352112676,0.4225352112676057,0.0704225352112676,298.556338028169,0.1408450704225352,60.42253521126761,32.3943661971831,Schalke 04,GER-Bundesliga,JPN,DF
Mbaye Diagne,2020.0,28.0,1991.0,1189.0,13.2,0.23,0.15,0.38,0.23,0.38,0.5,0.07,0.58,0.5,0.58,0.625,0.618,0.748,0.42100000000000004,0.6666666666666666,0.3636363636363636,0.264,3000000.0,0.303030303030303,0.9090909090909092,4.545454545454546,0.303030303030303,0.2272727272727273,0.1515151515151515,0.0757575757575757,0.3787878787878788,1.2121212121212122,0.0,1.893939393939394,0.6818181818181819,28.93939393939394,0.6818181818181819,26.21212121212121,21.21212121212121,West Brom,ENG-Premier League,SEN,FW
Mehdi Abeid,2020.0,27.0,1992.0,1320.0,14.7,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,0.7037037037037037,0.843,0.9359999999999999,0.898,0.603448275862069,0.4193548387096774,0.05,2000000.0,2.17687074829932,4.421768707482993,1.08843537414966,2.312925170068027,1.020408163265306,0.6122448979591837,1.3605442176870748,3.673469387755102,0.6802721088435374,0.0,1.3605442176870748,0.0,199.18367346938777,0.8163265306122449,57.95918367346939,38.16326530612245,Nantes,FRA-Ligue 1,ALG,MF
Mehdi Bourabia,2020.0,28.0,1991.0,528.0,5.9,0.17,0.0,0.17,0.17,0.17,0.09,0.02,0.1,0.09,0.1,0.5333333333333333,0.8320000000000001,0.914,0.805,0.64,0.7368421052631579,0.0555555555555555,2300000.0,0.847457627118644,2.2033898305084745,0.847457627118644,1.0169491525423728,0.847457627118644,2.3728813559322037,2.0338983050847457,3.0508474576271185,1.3559322033898304,0.0,1.5254237288135593,0.5084745762711864,161.1864406779661,0.3389830508474576,75.25423728813558,52.20338983050847,Sassuolo,ITA-Serie A,MAR,MF
Mehdi Bourabia,2021.0,28.0,1991.0,528.0,5.9,0.17,0.0,0.17,0.17,0.17,0.09,0.02,0.1,0.09,0.1,0.5333333333333333,0.8320000000000001,0.914,0.805,0.64,0.7368421052631579,0.0555555555555555,900000.0,0.847457627118644,2.2033898305084745,0.847457627118644,1.0169491525423728,0.847457627118644,2.3728813559322037,2.0338983050847457,3.0508474576271185,1.3559322033898304,0.0,1.5254237288135593,0.5084745762711864,161.1864406779661,0.3389830508474576,75.25423728813558,52.20338983050847,Sassuolo,ITA-Serie A,MAR,MF
Mehdi Bourabia,2022.0,30.0,1991.0,2771.0,30.8,0.03,0.1,0.13,0.03,0.13,0.07,0.14,0.21,0.07,0.21,0.4375,0.765,0.855,0.818,0.4812030075187969,0.3962264150943396,0.0636363636363636,1300000.0,1.2012987012987013,3.668831168831169,1.883116883116883,1.3311688311688312,0.7142857142857143,1.2662337662337662,1.0389610389610389,2.37012987012987,1.8506493506493509,0.0,1.0714285714285714,0.1623376623376623,156.88311688311688,1.2012987012987013,53.21428571428572,31.03896103896104,Spezia,ITA-Serie A,MAR,MF
Mehdi Puch-Herrantz,2022.0,18.0,2004.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,1.0,0.7859999999999999,0.917,0.667,1.0,0.0,,150000.0,6.0,8.0,2.0,4.0,2.0,2.0,6.0,10.0,0.0,0.0,0.0,0.0,244.0,4.0,74.0,48.0,Ajaccio,FRA-Ligue 1,FRA,MF
Mehmet Aydin,2020.0,18.0,2002.0,500.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.3333333333333333,0.667,0.8059999999999999,0.6759999999999999,0.3,0.5,0.0,800000.0,1.0714285714285714,1.25,1.7857142857142858,2.678571428571429,1.0714285714285714,1.0714285714285714,1.0714285714285714,3.75,2.857142857142857,0.0,0.1785714285714285,0.0,138.39285714285714,0.1785714285714285,49.642857142857146,21.78571428571429,Schalke 04,GER-Bundesliga,GER,DF
Melvin Bard,2020.0,19.0,2000.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,0.7272727272727273,0.8029999999999999,0.8859999999999999,0.846,0.2222222222222222,0.44,0.05,5000000.0,3.541666666666667,6.25,10.0,2.5,1.0416666666666667,2.083333333333333,1.25,3.75,2.916666666666667,0.0,0.4166666666666667,0.2083333333333333,289.375,0.8333333333333334,94.375,54.375,Lyon,FRA-Ligue 1,FRA,DF
Melvin Bard,2021.0,19.0,2000.0,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,0.7272727272727273,0.8029999999999999,0.8859999999999999,0.846,0.2222222222222222,0.44,0.05,9000000.0,3.541666666666667,6.25,10.0,2.5,1.0416666666666667,2.083333333333333,1.25,3.75,2.916666666666667,0.0,0.4166666666666667,0.2083333333333333,289.375,0.8333333333333334,94.375,54.375,Lyon,FRA-Ligue 1,FRA,DF
Melvin Bard,2022.0,21.0,2000.0,2456.0,27.3,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,0.4259259259259259,0.7979999999999999,0.882,0.82,0.515625,0.5892857142857143,0.0714285714285714,7000000.0,2.2344322344322345,3.5164835164835164,4.615384615384615,3.5164835164835164,1.0989010989010988,1.282051282051282,2.3443223443223444,5.86080586080586,1.465201465201465,0.0366300366300366,0.2564102564102564,0.0732600732600732,231.7216117216117,0.3663003663003663,66.66666666666667,38.46153846153846,Nice,FRA-Ligue 1,FRA,DF
Melvin Bard,2023.0,22.0,2000.0,2654.0,29.5,0.03,0.07,0.1,0.03,0.1,0.02,0.1,0.11,0.02,0.11,0.5068493150684932,0.8170000000000001,0.893,0.865,0.4479166666666667,0.4423076923076923,0.0333333333333333,12000000.0,2.0338983050847457,3.76271186440678,3.3559322033898304,2.3389830508474576,0.8813559322033898,1.5593220338983051,1.423728813559322,3.76271186440678,1.5593220338983051,0.0,0.5084745762711864,0.1694915254237288,235.79661016949152,0.6101694915254238,71.38983050847457,42.813559322033896,Nice,FRA-Ligue 1,FRA,DF
Mergim Berisha,2022.0,24.0,1998.0,1679.0,18.7,0.48,0.21,0.7,0.32,0.54,0.43,0.14,0.58,0.27,0.41,0.1612903225806451,0.47100000000000003,0.6,0.528,0.3090909090909091,0.3786407766990291,0.1588235294117647,12000000.0,1.0695187165775402,1.497326203208556,5.294117647058823,0.5882352941176471,0.5347593582887701,0.8556149732620321,0.0,0.5882352941176471,1.0160427807486632,0.0,2.7272727272727275,0.6951871657754011,55.77540106951872,1.0695187165775402,29.251336898395724,17.32620320855615,Augsburg,GER-Bundesliga,GER,FW
Mergim Berisha,2023.0,25.0,1998.0,266.0,1.5,0.0,0.0,0.0,0.0,0.0,0.225,0.13,0.355,0.225,0.355,0.5,0.6905000000000001,0.7415,0.6835,0.75,0.4242424242424242,0.06166666666666665,10000000.0,1.6964285714285714,1.2946428571428572,5.8482142857142865,0.0,0.0,0.9821428571428572,0.0,0.0,1.0714285714285714,0.0,7.321428571428572,0.625,54.50892857142857,1.3392857142857144,27.1875,20.892857142857142,Hoffenheim,GER-Bundesliga,GER,FW
Merih Demiral,2020.0,22.0,1998.0,940.0,10.4,0.0,0.1,0.1,0.0,0.1,0.04,0.05,0.1,0.04,0.1,0.5,0.9390000000000001,0.9540000000000001,0.971,0.7307692307692307,0.6666666666666666,0.0833333333333333,28000000.0,0.1923076923076923,2.1153846153846154,0.1923076923076923,1.1538461538461535,0.7692307692307692,1.5384615384615383,2.019230769230769,3.173076923076923,3.846153846153846,0.0,0.5769230769230769,0.1923076923076923,321.63461538461536,0.3846153846153846,70.67307692307692,51.44230769230769,Juventus,ITA-Serie A,TUR,DF
Merih Demiral,2021.0,22.0,1998.0,940.0,10.4,0.0,0.1,0.1,0.0,0.1,0.04,0.05,0.1,0.04,0.1,0.5,0.9390000000000001,0.9540000000000001,0.971,0.7307692307692307,0.6666666666666666,0.0833333333333333,25000000.0,0.1923076923076923,2.1153846153846154,0.1923076923076923,1.1538461538461535,0.7692307692307692,1.5384615384615383,2.019230769230769,3.173076923076923,3.846153846153846,0.0,0.5769230769230769,0.1923076923076923,321.63461538461536,0.3846153846153846,70.67307692307692,51.44230769230769,Juventus,ITA-Serie A,TUR,DF
Merih Demiral,2022.0,24.0,1998.0,1536.0,17.1,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,0.2222222222222222,0.858,0.907,0.888,0.6352941176470588,0.6419753086419753,0.1166666666666666,20000000.0,0.175438596491228,1.52046783625731,0.2339181286549707,2.39766081871345,0.5847953216374269,1.4035087719298245,1.4035087719298245,3.8011695906432745,3.333333333333333,0.0584795321637426,0.3508771929824561,0.0584795321637426,172.45614035087718,0.2339181286549707,48.65497076023392,21.87134502923977,Atalanta,ITA-Serie A,TUR,DF
Mert Müldür,2020.0,21.0,1999.0,1672.0,18.6,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,0.5128205128205128,0.792,0.875,0.807,0.6206896551724138,0.475,0.0533333333333333,9000000.0,2.634408602150537,4.354838709677419,6.612903225806451,2.311827956989247,1.3978494623655913,0.913978494623656,1.9354838709677415,4.247311827956989,2.204301075268817,0.0,0.8064516129032258,0.053763440860215,205.32258064516128,0.4838709677419354,66.72043010752688,41.344086021505376,Sassuolo,ITA-Serie A,TUR,DF
Mert Müldür,2021.0,21.0,1999.0,1672.0,18.6,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,0.5128205128205128,0.792,0.875,0.807,0.6206896551724138,0.475,0.0533333333333333,7000000.0,2.634408602150537,4.354838709677419,6.612903225806451,2.311827956989247,1.3978494623655913,0.913978494623656,1.9354838709677415,4.247311827956989,2.204301075268817,0.0,0.8064516129032258,0.053763440860215,205.32258064516128,0.4838709677419354,66.72043010752688,41.344086021505376,Sassuolo,ITA-Serie A,TUR,DF
Merveille Papela,2020.0,19.0,2001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.813,,,,400000.0,,,,,,,,,,,0.0,0.0,,,,,Mainz 05,GER-Bundesliga,GER,DF
Merveille Papela,2021.0,19.0,2001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.813,,,,400000.0,,,,,,,,,,,0.0,0.0,,,,,Mainz 05,GER-Bundesliga,GER,DF
Mexer,2020.0,31.0,1988.0,712.0,7.9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,1.0,0.846,0.914,0.878,0.6571428571428571,0.7027027027027027,0.1,1200000.0,0.1265822784810126,2.7848101265822782,0.2531645569620253,1.1392405063291138,0.6329113924050632,1.0126582278481011,2.151898734177215,3.291139240506329,2.7848101265822782,0.0,0.1265822784810126,0.0,321.2658227848101,0.2531645569620253,68.86075949367088,43.291139240506325,Bordeaux,FRA-Ligue 1,MOZ,DF
Mexer,2021.0,31.0,1988.0,712.0,7.9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,1.0,0.846,0.914,0.878,0.6571428571428571,0.7027027027027027,0.1,1000000.0,0.1265822784810126,2.7848101265822782,0.2531645569620253,1.1392405063291138,0.6329113924050632,1.0126582278481011,2.151898734177215,3.291139240506329,2.7848101265822782,0.0,0.1265822784810126,0.0,321.2658227848101,0.2531645569620253,68.86075949367088,43.291139240506325,Bordeaux,FRA-Ligue 1,MOZ,DF
Michael Frey,2022.0,28.0,1994.0,868.0,9.6,0.0,0.31,0.31,0.0,0.31,0.18,0.19,0.37,0.18,0.37,0.25,0.5720000000000001,0.628,0.6729999999999999,0.3333333333333333,0.4174757281553398,0.0629629629629629,2000000.0,1.0416666666666667,2.291666666666667,6.770833333333334,1.3541666666666667,0.9375,0.625,0.2083333333333333,1.5625,0.1041666666666666,0.0,2.8125,0.9375,52.8125,1.0416666666666667,36.145833333333336,29.166666666666668,Schalke 04,GER-Bundesliga,SUI,FW
Michael Gregoritsch,2022.0,28.0,1994.0,2150.0,23.9,0.42,0.17,0.59,0.42,0.59,0.42,0.12,0.54,0.42,0.54,0.2894736842105263,0.5489999999999999,0.614,0.552,0.5,0.4845360824742268,0.1492537313432835,8000000.0,0.9205020920502092,2.384937238493724,5.1882845188284525,0.794979079497908,0.7531380753138076,0.9623430962343096,0.2092050209205021,1.00418410041841,0.4184100418410042,0.0,2.8033472803347284,1.589958158995816,47.74058577405858,1.00418410041841,33.17991631799163,25.146443514644357,Freiburg,GER-Bundesliga,AUT,FW
Michael Gregoritsch,2023.0,29.0,1994.0,1682.0,18.7,0.37,0.21,0.59,0.37,0.59,0.49,0.05,0.55,0.49,0.55,0.2777777777777778,0.609,0.625,0.723,0.6333333333333333,0.4945652173913043,0.1243243243243243,8000000.0,0.6417112299465241,2.5668449197860963,4.759358288770054,0.8556149732620321,0.6417112299465241,0.9090909090909092,0.4812834224598931,1.3368983957219251,1.4438502673796791,0.0,3.9572192513368982,1.390374331550802,61.33689839572192,0.8021390374331551,35.347593582887704,24.010695187165776,Freiburg,GER-Bundesliga,AUT,FW
Michael Hector,2020.0,28.0,1992.0,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,1.0,0.7909999999999999,0.925,0.9209999999999999,0.5178571428571429,0.6,0.1,3500000.0,0.0,4.137931034482759,0.0,1.0344827586206895,1.7241379310344829,1.3793103448275863,0.0,1.0344827586206895,2.0689655172413794,0.0,0.3448275862068966,0.0,471.0344827586207,0.3448275862068966,72.75862068965517,50.689655172413794,Fulham,ENG-Premier League,JAM,DF
Michael Keane,2020.0,27.0,1993.0,2991.0,33.2,0.09,0.03,0.12,0.09,0.12,0.05,0.03,0.08,0.05,0.08,0.5714285714285714,0.87,0.903,0.9329999999999999,0.6332179930795848,0.6942675159235668,0.09375,25000000.0,0.4216867469879518,2.3493975903614457,0.0903614457831325,0.8433734939759036,0.5120481927710843,1.3855421686746987,1.5361445783132528,2.3795180722891565,4.849397590361446,0.0,0.4819277108433734,0.180722891566265,362.43975903614455,0.2108433734939759,68.88554216867469,47.31927710843373,Everton,ENG-Premier League,ENG,DF
