league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Aerial Duels,Aerial Duels,Aerial Duels,stat_type_misc
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
ESP-La Liga,2023,Atlético Madrid,Memphis,NED,FW,29,1994,23,9,893,9.9,5,1,6,5,0,0,2,0,5.8,5.8,1.8,7.6,16,27,82,0.5,0.1,0.6,0.5,0.6,0.58,0.18,0.76,0.58,0.76,standard,NED,FW,29,1994,9.9,195,264,73.9,2877,727,121,149,81.2,49,60,81.7,16,25,64.0,1,1.8,1.6,-0.8,13,20,9,2,27,passing,NED,FW,29,1994,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,17.5,3,0,0,5.8,5.8,0.15,-0.8,-0.8,shooting,NED,FW,29,1994,9.9,407,1,28,180,206,64,407,37,18,48.6,16,43.2,243,1126,498,16,11,7,42,22,324,82,possession,NED,FW,29,1994,9.9,5,2,0,3,2,3,6,50.0,3,2,0,2,1,6,0,0,defense,NED,FW,29,1994,9.9,2,0,0,14,16,8,12,1,2,0,0,0,26,4,12,25.0,misc
ESP-La Liga,2022,Barcelona,Memphis,NED,FW,28,1994,2,2,114,1.3,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,2,7,19,0.79,0.0,0.79,0.79,0.79,0.68,0.11,0.79,0.68,0.79,standard,NED,FW,28,1994,1.3,53,66,80.3,735,209,34,38,89.5,14,16,87.5,3,7,42.9,0,0.1,0.2,-0.1,3,3,2,0,7,passing,NED,FW,28,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,0.1,0.1,shooting,NED,FW,28,1994,1.3,84,0,5,25,55,13,84,7,3,42.9,3,42.9,50,233,91,2,2,3,7,4,69,19,possession,NED,FW,28,1994,1.3,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,defense,NED,FW,28,1994,1.3,0,0,0,2,2,1,4,0,1,0,0,0,7,1,2,33.3,misc
FRA-Ligue 1,2020,Lyon,Memphis,NED,FW,26,1994,37,33,2923,32.5,20,12,32,12,8,8,4,0,16.6,10.3,14.0,24.3,95,131,329,0.62,0.37,0.99,0.37,0.74,0.51,0.43,0.94,0.32,0.75,standard,NED,FW,26,1994,32.5,899,1292,69.6,13848,4630,497,604,82.3,234,336,69.6,90,181,49.7,12,14.0,11.4,-2.0,94,78,61,15,131,passing,NED,FW,26,1994,32.5,20,102,44,43.1,3.14,1.35,0.12,0.27,21.1,14,8,8,16.6,10.3,0.1,3.4,1.7,shooting,NED,FW,26,1994,32.5,1690,4,60,685,972,194,1683,148,76,51.4,72,48.6,1038,5242,2756,95,65,48,118,57,1289,329,possession,NED,FW,26,1994,32.5,4,3,0,3,1,1,20,5.0,19,11,1,10,5,9,3,0,defense,NED,FW,26,1994,32.5,4,0,0,31,52,12,166,5,3,2,0,0,89,14,27,34.1,misc
FRA-Ligue 1,2021,Lyon,Memphis,NED,FW,26,1994,37,33,2923,32.5,20,12,32,12,8,8,4,0,16.6,10.3,14.0,24.3,95,131,329,0.62,0.37,0.99,0.37,0.74,0.51,0.43,0.94,0.32,0.75,standard,NED,FW,26,1994,32.5,899,1292,69.6,13848,4630,497,604,82.3,234,336,69.6,90,181,49.7,12,14.0,11.4,-2.0,94,78,61,15,131,passing,NED,FW,26,1994,32.5,20,102,44,43.1,3.14,1.35,0.12,0.27,21.1,14,8,8,16.6,10.3,0.1,3.4,1.7,shooting,NED,FW,26,1994,32.5,1690,4,60,685,972,194,1683,148,76,51.4,72,48.6,1038,5242,2756,95,65,48,118,57,1289,329,possession,NED,FW,26,1994,32.5,4,3,0,3,1,1,20,5.0,19,11,1,10,5,9,3,0,defense,NED,FW,26,1994,32.5,4,0,0,31,52,12,166,5,3,2,0,0,89,14,27,34.1,misc
GER-Bundesliga,2022,Augsburg,Mergim Berisha,GER,FW,24,1998,23,20,1679,18.7,9,4,13,6,3,4,9,1,8.1,5.0,2.7,7.6,20,28,99,0.48,0.21,0.7,0.32,0.54,0.43,0.14,0.58,0.27,0.41,standard,GER,FW,24,1998,18.7,161,342,47.1,2735,1043,72,120,60.0,66,125,52.8,17,55,30.9,4,2.7,2.8,1.3,20,20,10,3,28,passing,GER,FW,24,1998,18.7,9,51,13,25.5,2.73,0.7,0.12,0.46,18.7,6,3,4,8.1,5.0,0.1,0.9,1.0,shooting,GER,FW,24,1998,18.7,551,23,55,184,322,81,547,31,5,16.1,20,64.5,263,1276,480,20,15,11,42,27,324,99,possession,GER,FW,24,1998,18.7,11,6,4,3,4,4,14,28.6,10,16,1,15,0,11,19,0,defense,GER,FW,24,1998,18.7,9,1,1,28,31,16,77,0,6,0,0,0,47,39,64,37.9,misc
GER-Bundesliga,2023,Augsburg,Mergim Berisha,GER,FW,25,1998,2,2,122,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,1,5,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,standard,GER,FW,25,1998,1.4,10,14,71.4,142,73,6,8,75.0,2,3,66.7,1,1,100.0,0,0.1,0.1,-0.1,2,1,1,1,1,passing,GER,FW,25,1998,1.4,0,5,0,0.0,3.69,0.0,0.0,,30.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,GER,FW,25,1998,1.4,28,4,5,9,14,3,28,2,0,0.0,2,100.0,18,96,53,3,1,1,1,1,20,5,possession,GER,FW,25,1998,1.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,defense,GER,FW,25,1998,1.4,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,66.7,misc
GER-Bundesliga,2024,Augsburg,Mergim Berisha,GER,FW,26-335,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,standard,GER,FW,26-335,1998,0.1,1,3,33.3,6,0,1,1,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,FW,26-335,1998,0.1,0,1,1,100.0,9.0,9.0,0.0,0.0,15.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,GER,FW,26-335,1998,0.1,7,0,0,3,4,1,7,0,0,,0,,6,30,9,1,0,0,1,2,6,4,possession,GER,FW,26-335,1998,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense,GER,FW,26-335,1998,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,misc
GER-Bundesliga,2023,Hoffenheim,Mergim Berisha,GER,FW,25,1998,6,0,144,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,2,3,13,0.0,0.0,0.0,0.0,0.0,0.32,0.19,0.51,0.32,0.51,standard,GER,FW,25,1998,1.6,22,33,66.7,290,91,11,15,73.3,7,10,70.0,1,2,50.0,0,0.3,0.1,-0.3,2,2,1,0,3,passing,GER,FW,25,1998,1.6,0,6,1,16.7,3.75,0.62,0.0,0.0,16.2,1,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting,GER,FW,25,1998,1.6,55,1,5,18,33,9,55,2,2,100.0,0,0.0,42,189,96,2,1,1,8,8,44,13,possession,GER,FW,25,1998,1.6,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,defense,GER,FW,25,1998,1.6,0,0,0,5,2,1,2,0,0,0,0,0,8,2,9,18.2,misc
GER-Bundesliga,2024,Hoffenheim,Mergim Berisha,GER,"FW,MF",26-335,1998,11,3,333,3.7,1,1,2,1,0,0,1,0,1.0,1.0,1.0,2.0,2,7,18,0.27,0.27,0.54,0.27,0.54,0.26,0.27,0.54,0.26,0.54,standard,GER,"FW,MF",26-335,1998,3.7,39,56,69.6,512,122,23,27,85.2,12,20,60.0,1,3,33.3,1,1.0,0.4,0.0,3,6,2,0,7,passing,GER,"FW,MF",26-335,1998,3.7,1,11,3,27.3,2.97,0.81,0.09,0.33,16.0,1,0,0,1.0,1.0,0.09,0.0,0.0,shooting,GER,"FW,MF",26-335,1998,3.7,93,5,11,35,47,12,93,8,3,37.5,5,62.5,60,195,78,2,3,1,6,3,69,18,possession,GER,"FW,MF",26-335,1998,3.7,3,3,1,2,0,0,3,0.0,3,2,1,1,0,3,3,0,defense,GER,"FW,MF",26-335,1998,3.7,1,0,0,5,5,3,3,0,3,0,0,0,10,3,14,17.6,misc
ITA-Serie A,2022,Atalanta,Merih Demiral,TUR,DF,24,1998,28,14,1536,17.1,1,0,1,1,0,0,5,0,0.7,0.7,0.5,1.2,3,26,4,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,standard,TUR,DF,24,1998,17.1,560,653,85.8,10454,2949,204,225,90.7,293,330,88.8,54,85,63.5,0,0.5,0.5,-0.5,4,14,1,1,26,passing,TUR,DF,24,1998,17.1,1,6,1,16.7,0.35,0.06,0.17,1.0,13.7,0,0,0,0.7,0.7,0.12,0.3,0.3,shooting,TUR,DF,24,1998,17.1,832,140,495,319,28,14,832,9,2,22.2,5,55.6,348,1662,564,3,5,1,6,2,374,4,possession,TUR,DF,24,1998,17.1,41,29,30,11,0,26,36,72.2,10,24,7,17,24,65,57,1,defense,TUR,DF,24,1998,17.1,5,0,0,13,13,1,2,24,29,0,0,0,123,52,29,64.2,misc
ITA-Serie A,2020,Juventus,Merih Demiral,TUR,DF,22,1998,15,10,940,10.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,2,22,2,0.0,0.1,0.1,0.0,0.1,0.04,0.05,0.1,0.04,0.1,standard,TUR,DF,22,1998,10.4,587,625,93.9,10490,3345,209,219,95.4,333,343,97.1,38,52,73.1,1,0.5,0.1,0.5,4,20,0,0,22,passing,TUR,DF,22,1998,10.4,0,6,2,33.3,0.57,0.19,0.0,0.0,11.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,shooting,TUR,DF,22,1998,10.4,735,95,388,326,25,10,735,4,2,50.0,2,50.0,378,1960,792,2,3,0,3,2,535,2,possession,TUR,DF,22,1998,10.4,12,9,8,4,0,5,13,38.5,8,16,9,7,21,33,40,0,defense,TUR,DF,22,1998,10.4,1,0,0,11,1,2,1,21,9,0,1,0,32,22,11,66.7,misc
ITA-Serie A,2021,Juventus,Merih Demiral,TUR,DF,22,1998,15,10,940,10.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,2,22,2,0.0,0.1,0.1,0.0,0.1,0.04,0.05,0.1,0.04,0.1,standard,TUR,DF,22,1998,10.4,587,625,93.9,10490,3345,209,219,95.4,333,343,97.1,38,52,73.1,1,0.5,0.1,0.5,4,20,0,0,22,passing,TUR,DF,22,1998,10.4,0,6,2,33.3,0.57,0.19,0.0,0.0,11.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,shooting,TUR,DF,22,1998,10.4,735,95,388,326,25,10,735,4,2,50.0,2,50.0,378,1960,792,2,3,0,3,2,535,2,possession,TUR,DF,22,1998,10.4,12,9,8,4,0,5,13,38.5,8,16,9,7,21,33,40,0,defense,TUR,DF,22,1998,10.4,1,0,0,11,1,2,1,21,9,0,1,0,32,22,11,66.7,misc
GER-Bundesliga,2022,Freiburg,Merlin Röhl,GER,"MF,FW",20,2002,3,0,57,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,2,1,4,0.0,1.58,1.58,0.0,1.58,0.0,0.73,0.73,0.0,0.73,standard,GER,"MF,FW",20,2002,0.6,13,18,72.2,158,41,8,9,88.9,4,5,80.0,0,0,,1,0.5,0.2,0.5,3,1,1,0,1,passing,GER,"MF,FW",20,2002,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,"MF,FW",20,2002,0.6,30,0,6,16,8,3,30,1,0,0.0,0,0.0,20,87,39,2,1,0,2,4,20,4,possession,GER,"MF,FW",20,2002,0.6,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,defense,GER,"MF,FW",20,2002,0.6,0,0,0,1,4,0,0,0,0,0,0,0,6,1,0,100.0,misc
GER-Bundesliga,2023,Freiburg,Merlin Röhl,GER,"MF,FW",21,2002,24,17,1477,16.4,2,4,6,2,0,0,3,1,2.0,2.0,2.5,4.5,44,38,87,0.12,0.24,0.37,0.12,0.37,0.12,0.15,0.28,0.12,0.28,standard,GER,"MF,FW",21,2002,16.4,365,458,79.7,5622,1221,187,233,80.3,139,157,88.5,25,36,69.4,4,2.5,2.1,1.5,19,36,10,4,38,passing,GER,"MF,FW",21,2002,16.4,2,24,8,33.3,1.46,0.49,0.08,0.25,15.1,0,0,0,2.0,2.0,0.08,0.0,0.0,shooting,GER,"MF,FW",21,2002,16.4,676,30,130,316,255,41,676,42,21,50.0,14,33.3,398,2785,1414,44,37,10,50,42,428,87,possession,GER,"MF,FW",21,2002,16.4,21,13,10,9,2,8,21,38.1,13,27,3,24,9,30,22,0,defense,GER,"MF,FW",21,2002,16.4,3,1,0,35,28,2,16,9,13,0,0,0,103,21,31,40.4,misc
GER-Bundesliga,2024,Freiburg,Merlin Röhl,GER,"MF,FW",22-280,2002,16,11,912,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.6,2.4,19,22,57,0.0,0.1,0.1,0.0,0.1,0.08,0.16,0.24,0.08,0.24,standard,GER,"MF,FW",22-280,2002,10.1,177,231,76.6,2638,532,86,105,81.9,69,85,81.2,12,12,100.0,1,1.6,1.0,-0.6,8,16,3,2,22,passing,GER,"MF,FW",22-280,2002,10.1,0,12,3,25.0,1.18,0.3,0.0,0.0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting,GER,"MF,FW",22-280,2002,10.1,376,5,43,185,155,26,376,39,12,30.8,24,61.5,204,1355,585,19,15,8,44,20,246,57,possession,GER,"MF,FW",22-280,2002,10.1,16,10,4,10,2,9,11,81.8,2,6,1,5,5,21,2,0,defense,GER,"MF,FW",22-280,2002,10.1,2,0,0,20,18,0,10,5,10,0,0,0,43,13,33,28.3,misc
GER-Bundesliga,2023,Augsburg,Mert Kömür,GER,"MF,DF",18,2005,4,1,118,1.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,7,4,9,0.76,0.0,0.76,0.76,0.76,0.15,0.02,0.17,0.15,0.17,standard,GER,"MF,DF",18,2005,1.3,30,34,88.2,462,132,17,19,89.5,9,9,100.0,2,2,100.0,0,0.0,0.1,0.0,1,1,2,0,4,passing,GER,"MF,DF",18,2005,1.3,1,2,1,50.0,1.53,0.76,0.5,1.0,16.0,0,0,0,0.2,0.2,0.1,0.8,0.8,shooting,GER,"MF,DF",18,2005,1.3,51,1,10,17,27,3,51,4,0,0.0,3,75.0,29,208,135,7,5,1,2,2,33,9,possession,GER,"MF,DF",18,2005,1.3,3,3,3,0,0,3,5,60.0,2,0,0,0,0,3,1,0,defense,GER,"MF,DF",18,2005,1.3,0,0,0,2,2,0,1,0,3,0,0,0,3,0,1,0.0,misc
GER-Bundesliga,2024,Augsburg,Mert Kömür,GER,MF,19-268,2005,14,1,360,4.0,1,1,2,1,0,0,1,0,0.4,0.4,0.3,0.8,10,5,29,0.25,0.25,0.5,0.25,0.5,0.1,0.08,0.19,0.1,0.19,standard,GER,MF,19-268,2005,4.0,91,124,73.4,1332,336,58,71,81.7,22,27,81.5,7,14,50.0,1,0.3,0.3,0.7,7,2,1,1,5,passing,GER,MF,19-268,2005,4.0,1,7,4,57.1,1.75,1.0,0.14,0.25,21.8,0,0,0,0.4,0.4,0.06,0.6,0.6,shooting,GER,MF,19-268,2005,4.0,185,6,33,79,77,11,185,16,8,50.0,7,43.8,113,611,266,10,8,3,13,13,126,29,possession,GER,MF,19-268,2005,4.0,3,2,2,0,1,0,0,,0,5,2,3,3,6,4,1,defense,GER,MF,19-268,2005,4.0,1,0,0,3,7,2,9,3,2,0,0,0,23,9,8,52.9,misc
ITA-Serie A,2020,Sassuolo,Mert Müldür,TUR,DF,21,1999,28,18,1672,18.6,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.4,49,81,123,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,standard,TUR,DF,21,1999,18.6,813,1027,79.2,12826,3819,441,504,87.5,301,373,80.7,54,87,62.1,0,0.6,1.0,-0.6,9,57,15,3,81,passing,TUR,DF,21,1999,18.6,0,15,1,6.7,0.81,0.05,0.0,0.0,16.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,shooting,TUR,DF,21,1999,18.6,1241,64,377,512,365,41,1241,39,20,51.3,19,48.7,654,3065,1809,49,21,6,27,10,769,123,possession,TUR,DF,21,1999,18.6,43,20,26,9,8,27,53,50.9,26,17,1,16,36,79,41,0,defense,TUR,DF,21,1999,18.6,2,0,0,20,15,0,48,36,20,0,0,0,86,19,21,47.5,misc
ITA-Serie A,2021,Sassuolo,Mert Müldür,TUR,DF,21,1999,28,18,1672,18.6,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.4,49,81,123,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,standard,TUR,DF,21,1999,18.6,813,1027,79.2,12826,3819,441,504,87.5,301,373,80.7,54,87,62.1,0,0.6,1.0,-0.6,9,57,15,3,81,passing,TUR,DF,21,1999,18.6,0,15,1,6.7,0.81,0.05,0.0,0.0,16.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,shooting,TUR,DF,21,1999,18.6,1241,64,377,512,365,41,1241,39,20,51.3,19,48.7,654,3065,1809,49,21,6,27,10,769,123,possession,TUR,DF,21,1999,18.6,43,20,26,9,8,27,53,50.9,26,17,1,16,36,79,41,0,defense,TUR,DF,21,1999,18.6,2,0,0,20,15,0,48,36,20,0,0,0,86,19,21,47.5,misc
ITA-Serie A,2022,Sassuolo,Mert Müldür,TUR,"FW,DF",23,1999,2,1,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,TUR,"FW,DF",23,1999,0.1,3,3,100.0,30,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,TUR,"FW,DF",23,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,TUR,"FW,DF",23,1999,0.1,3,0,2,1,0,0,3,0,0,,0,,3,6,4,0,0,0,0,0,3,0,possession,TUR,"FW,DF",23,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,TUR,"FW,DF",23,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2020,Mainz 05,Merveille Papela,GER,DF,19,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,DF,19,2001,0.0,1,1,100.0,13,14,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,DF,19,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,DF,19,2001,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,GER,DF,19,2001,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,GER,DF,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2021,Mainz 05,Merveille Papela,GER,DF,19,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,DF,19,2001,0.0,1,1,100.0,13,14,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,DF,19,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,DF,19,2001,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,GER,DF,19,2001,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,GER,DF,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2023,Mainz 05,Merveille Papela,GER,"MF,DF",22,2001,11,3,257,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,6,12,10,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,standard,GER,"MF,DF",22,2001,2.9,64,91,70.3,1034,318,33,37,89.2,26,35,74.3,4,12,33.3,0,0.3,0.2,-0.3,3,6,0,0,12,passing,GER,"MF,DF",22,2001,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,17.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,shooting,GER,"MF,DF",22,2001,2.9,119,4,23,67,31,7,119,3,3,100.0,0,0.0,63,308,126,6,4,3,6,10,68,10,possession,GER,"MF,DF",22,2001,2.9,5,4,2,3,0,0,4,0.0,4,1,0,1,4,9,2,0,defense,GER,"MF,DF",22,2001,2.9,1,0,0,6,1,0,2,4,4,0,0,0,16,4,7,36.4,misc
FRA-Ligue 1,2024,Nantes,Meschak Elia,COD,FW,27-248,1997,7,1,156,1.7,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,8,5,17,0.58,0.0,0.58,0.58,0.58,0.64,0.03,0.67,0.64,0.67,standard,COD,FW,27-248,1997,1.7,31,53,58.5,414,156,20,27,74.1,9,16,56.3,1,4,25.0,0,0.1,0.1,-0.1,1,3,0,0,5,passing,COD,FW,27-248,1997,1.7,1,5,1,20.0,2.88,0.58,0.2,1.0,16.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1,shooting,COD,FW,27-248,1997,1.7,88,1,18,35,37,7,88,11,2,18.2,9,81.8,55,387,176,8,3,1,7,2,55,17,possession,COD,FW,27-248,1997,1.7,6,5,3,2,1,1,1,100.0,0,2,0,2,0,6,2,0,defense,COD,FW,27-248,1997,1.7,0,0,0,6,2,0,8,0,5,0,0,0,14,2,3,40.0,misc
FRA-Ligue 1,2020,Bordeaux,Mexer,MOZ,DF,31,1988,9,8,712,7.9,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,1,22,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,MOZ,DF,31,1988,7.9,406,480,84.6,7928,2538,138,151,91.4,216,246,87.8,46,70,65.7,0,0.2,0.2,-0.2,2,17,0,0,22,passing,MOZ,DF,31,1988,7.9,0,1,0,0.0,0.13,0.0,0.0,,10.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1,shooting,MOZ,DF,31,1988,7.9,544,62,269,253,27,6,544,3,3,100.0,0,0.0,313,1218,660,1,2,0,2,3,342,2,possession,MOZ,DF,31,1988,7.9,9,6,8,0,1,5,10,50.0,5,8,5,3,17,26,22,0,defense,MOZ,DF,31,1988,7.9,3,0,0,10,2,0,3,17,6,0,1,0,48,26,11,70.3,misc
FRA-Ligue 1,2021,Bordeaux,Mexer,MOZ,DF,31,1988,9,8,712,7.9,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,1,22,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,MOZ,DF,31,1988,7.9,406,480,84.6,7928,2538,138,151,91.4,216,246,87.8,46,70,65.7,0,0.2,0.2,-0.2,2,17,0,0,22,passing,MOZ,DF,31,1988,7.9,0,1,0,0.0,0.13,0.0,0.0,,10.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1,shooting,MOZ,DF,31,1988,7.9,544,62,269,253,27,6,544,3,3,100.0,0,0.0,313,1218,660,1,2,0,2,3,342,2,possession,MOZ,DF,31,1988,7.9,9,6,8,0,1,5,10,50.0,5,8,5,3,17,26,22,0,defense,MOZ,DF,31,1988,7.9,3,0,0,10,2,0,3,17,6,0,1,0,48,26,11,70.3,misc
FRA-Ligue 1,2023,Marseille,Michael Amir Murillo,PAN,DF,27,1996,16,10,997,11.1,3,2,5,3,0,0,3,0,0.8,0.8,1.2,2.0,6,35,52,0.27,0.18,0.45,0.27,0.45,0.07,0.11,0.18,0.07,0.18,standard,PAN,DF,27,1996,11.1,492,602,81.7,8248,2497,220,257,85.6,222,268,82.8,35,54,64.8,2,1.2,1.2,0.8,7,26,8,2,35,passing,PAN,DF,27,1996,11.1,3,6,4,66.7,0.54,0.36,0.5,0.75,16.8,0,0,0,0.8,0.8,0.14,2.2,2.2,shooting,PAN,DF,27,1996,11.1,703,44,184,359,169,17,703,19,12,63.2,7,36.8,486,2223,805,6,11,3,9,8,448,52,possession,PAN,DF,27,1996,11.1,23,11,13,6,4,15,23,65.2,8,9,2,7,11,34,34,2,defense,PAN,DF,27,1996,11.1,3,0,0,10,10,6,16,11,11,0,0,0,60,15,11,57.7,misc
